0000020010120160520PRACF2*M16 19142820160615000000000000000050800000000000001351584000000038304800000447000000020000003500030+0000750000025+00007630+00007597+00007597+00007630+0000760200005+0000763013520020160520+00007595+00000000+0000000007565S+0000000007707 00000000721360000000000000000000000000000000000000000002200000018-00000142-0000000000000000000000000000000000000000000000170002600017    0000000000000000000000000020160615001                    ACFM16              EMERC2016061520160616+0000000007207+0000000008207
0000040010120160520PRACF2*U16 19142820160915000000000000000050800000000000000385978000000010938900000483000000010000001000030+0000759000030+00007650+00007598+00007598+00007598+0000759800010+0000759810090020160520+00007600+00000000+0000000007670S+0000000007719 00000000248920000000000000000000000000000000000000000002200000006-00000049-0000000000000000000000000000000000000000000000820011800082    0000000000000000000000000020160915002                    ACFU16              EMERC2016091520160916+0000000007218+0000000008220
0000060010120160520PRACF2*Z16 19142820161215000000000000000050800000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000008133 +0000000008201 00000000000000000000000000000000000000000000000000000002200000008-00000068-0000000000000000000000000000000000000000000001440020900144    0000000000000000000000000000000000000                    ACFZ16              EMERC2016121520161216+0000000007668+0000000008734
0000080010120160520PRAUD2*M16 19142820160601000000000000000006000000000000003825300000000108001400003211000000030000002500000+0000000000000+00000000+02550500+02550000+02550500+0255020000015+0255000016070020160520+02591500+00000000+0000025509840S+0000025902550 00000002356260000000000000000000000000000000000000000003400000015-00392710-0000000000000000000000000000000000000000000000070001200007    0000000000000000000000000000000000001                    AUDM16              EMERC2016053120160601+0000002434900+0000002745600
0000100010120160520PRAUD2*N16 19142820160701000000000000000006000000000000000000000000000000000000000041000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160518+02600600+00000000+0000025729370S+0000026126700 00000002383980000000000000000000000000000000000000000003400000015-00397330-0000000000000000000000000000000000000000000000290004200029    0000000000000000000000000000000000002                    AUDN16              EMERC2016063020160701+0000002456000+0000002769400
0000120010120160520PRAUD2*Q16 19142820160801000000000000000006000000000000000000000000000000000000001075000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160510+02616800+00000000+0000025927480S+0000026328480 00000002406000000000000000000000000000000000000000000003400000015-00401000-0000000000000000000000000000000000000000000000500007300050    0000000000000000000000000000000000003                    AUDQ16              EMERC2016072920160801+0000002474900+0000002790800
0000140010120160520PRBGI2*F17 19142820170131000000000000000033000000000000000000000000000000000000000098000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160513+00016608+00000000+0000000016637S+0000000016690 00000000174900000000000000000000000000000000000000000002200000003-00000053-0000000000000000000000000000000000000000000001770025600175    0000000000000000000000000020170131009                    BGIF17              EMERC2017013120170201+0000000016106+0000000017274
0000160010120160520PRBGI2*K16 19142820160531000000000000000033000000000000015598608000000442074800004573000000810000030400020+0001554000003+00015549+00015560+00015520+00015600+0001554900015+0001554115590020160520+00015560+00000000+0000000015544S+0000000015563 00000000062700000000000000000000000000000000000000000002200000001-00000019-0000000000000000000000000000000000000000000000060001100006    0000000000000000000000000020160531001                    BGIK16              EMERC2016053120160601+0000000015019+0000000016107
0000180010120160520PRBGI2*K17 19142820170531000000000000000033000000000000000105600000000002992800000131000000020000000200001+0001590100010+00016063+00016000+00016000+00016000+0001600000001+0001600017590020160520+00016000+00000000+0000000015949S+0000000016000 00000000168300000000000000000000000000000000000000000002200000003-00000051-0000000000000000000000000000000000000000000002580037600256    0000000000000000000000000020170531010                    BGIK17              EMERC2017053120170601+0000000015440+0000000016560
0000200010120160520PRBGI2*M16 19142820160630000000000000000033000000000000023442995000000664389800000961000000610000044900005+0001572500006+00015749+00015830+00015749+00015850+0001582200002+0001574916120020160520+00015830+00000000+0000000015749S+0000000015830 00000000267300000000000000000000000000000000000000000002200000005-00000081-0000000000000000000000000000000000000000000000280004100028    0000000000000000000000000020160630002                    BGIM16              EMERC2016063020160701+0000000015276+0000000016384
0000220010120160520PRBGI2*N16 19142820160729000000000000000033000000000000010065300000000285257200001620000000470000019000005+0001601000010+00016024+00016120+00016020+00016120+0001605300010+0001602416150020160520+00016120+00000000+0000000016024S+0000000016120 00000000316800000000000000000000000000000000000000000002200000006-00000096-0000000000000000000000000000000000000000000000490007000049    0000000000000000000000000020160729003                    BGIN16              EMERC2016072920160801+0000000015556+0000000016684
0000240010120160520PRBGI2*Q16 19142820160831000000000000000033000000000000000053773000000001524000000899000000010000000100001+0001617000001+00016200+00016295+00016295+00016295+0001629500001+0001629517110020160520+00016295+00000000+0000000016186S+0000000016295 00000000359700000000000000000000000000000000000000000002200000007-00000109-0000000000000000000000000000000000000000000000720010300072    0000000000000000000000000020160831004                    BGIQ16              EMERC2016083120160901+0000000015725+0000000016865
0000260010120160520PRBGI2*U16 19142820160930000000000000000033000000000000000162624000000004608900000149000000030000000300005+0001615000005+00016350+00016475+00016400+00016475+0001642700001+0001640013390020160520+00016489+00000000+0000000016358S+0000000016475 00000000386100000000000000000000000000000000000000000002200000007-00000117-0000000000000000000000000000000000000000000000930013300093    0000000000000000000000000020160930005                    BGIU16              EMERC2016093020161003+0000000015899+0000000017051
0000280010120160520PRBGI2*V16 19142820161031000000000000000033000000000000013771385000000390290100007073000001290000025100002+0001656600010+00016599+00016700+00016561+00016700+0001662600001+0001656615590020160520+00016685+00000000+0000000016573S+0000000016698 00000000412500000000000000000000000000000000000000000002200000007-00000125-0000000000000000000000000000000000000000000001130016400113    0000000000000000000000000020161031006                    BGIV16              EMERC2016103120161101+0000000016114+0000000017282
0000300010120160520PRBGI2*V17 19142820171031000000000000000033000000000000001710720000000048482900000056000000020000003000001+0001700000000+00000000+00017280+00017280+00017280+0001728000005+0001728009510020160520+00017270+00000000+0000000017215S+0000000017270 00000000181500000000000000000000000000000000000000000002200000003-00000055-0000000000000000000000000000000000000000000003640052900362    0000000000000000000000000020171031011                    BGIV17              EMERC2017103120171101+0000000016666+0000000017874
0000320010120160520PRBGI2*X16 19142820161130000000000000000033000000000000000164600000000004664900000686000000030000000300000+0000000000009+00016600+00016600+00016599+00016680+0001662600001+0001659916190020160520+00016650+00000000+0000000016599S+0000000016650 00000000168300000000000000000000000000000000000000000002200000003-00000051-0000000000000000000000000000000000000000000001330019400133    0000000000000000000000000020161130007                    BGIX16              EMERC2016113020161201+0000000016068+0000000017232
0000340010120160520PRBGI2*Z16 19142820161229000000000000000033000000000000000000000000000000000000000348000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160519+00016680+00000000+0000000016572S+0000000016625 00000000174900000000000000000000000000000000000000000002200000003-00000053-0000000000000000000000000000000000000000000001540022300154    0000000000000000000000000020161229008                    BGIZ16              EMERC2016122920170102+0000000016044+0000000017206
0000360010120160520PRBGI4VFKM019142820170131000000001500000033000000000000000000000000000000000000000170000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160310+00000140+00000000+0000000000026 +0000000000024 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000001770025600175F17 0000000000000000000000000000000000000                    BGIF17P015000       EMERC2017013120170201+0000000000000+0000000000000
0000380010120160520PRBGI4CKJID19142820160531000000001480000033000000000000000000000000000000000000000400000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151022+00000347+00000000+0000000000742 +0000000000760 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C014800       EMERC2016053120160601+0000000000000+0000000000000
0000400010120160520PRBGI4CKJIF19142820160531000000001490000033000000000000000000000000000000000000000025000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160303+00000460+00000000+0000000000642 +0000000000661 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C014900       EMERC2016053120160601+0000000000000+0000000000000
0000420010120160520PRBGI4CKJIG19142820160531000000001510000033000000000000000000000000000000000000000068000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160328+00000685+00000000+0000000000443 +0000000000461 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015100       EMERC2016053120160601+0000000000000+0000000000000
0000440010120160520PRBGI4CKJIH19142820160531000000001520000033000000000000000000000000000000000000000163000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160322+00000498+00000000+0000000000343 +0000000000362 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015200       EMERC2016053120160601+0000000000000+0000000000000
0000460010120160520PRBGI4CKJIJ19142820160531000000001530000033000000000000000000000000000000000000000808000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151228+00000140+00000000+0000000000245 +0000000000264 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015300       EMERC2016053120160601+0000000000000+0000000000000
0000480010120160520PRBGI4CKJIK19142820160531000000001540000033000000000000000000000000000000000000000110000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160426+00000066+00000000+0000000000153 +0000000000172 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015400       EMERC2016053120160601+0000000000000+0000000000000
0000500010120160520PRBGI4CKJIL19142820160531000000001550000033000000000000000000000000000000000000000493000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160519+00000070+00000000+0000000000074 +0000000000091 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015500       EMERC2016053120160601+0000000000000+0000000000000
0000520010120160520PRBGI4CKJIM19142820160531000000001560000033000000000000000000000000000000000000000230000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160519+00000010+00000000+0000000000030 +0000000000039 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015600       EMERC2016053120160601+0000000000000+0000000000000
0000540010120160520PRBGI4CKJIN19142820160531000000001570000033000000000000000000000000000000000000000414000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160426+00000020+00000000+0000000000012 +0000000000017 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015700       EMERC2016053120160601+0000000000000+0000000000000
0000560010120160520PRBGI4CKJIP19142820160531000000001580000033000000000000000000000000000000000000000809000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160428+00000004+00000000+0000000000004 +0000000000007 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015800       EMERC2016053120160601+0000000000000+0000000000000
0000580010120160520PRBGI4CKJIQ19142820160531000000001590000033000000000000000000000000000000000000001255000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160413+00000018+00000000+0000000000001 +0000000000002 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015900       EMERC2016053120160601+0000000000000+0000000000000
0000600010120160520PRBGI4CKJIR19142820160531000000001600000033000000000000000000000000000000000000000571000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160511+00000020+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C016000       EMERC2016053120160601+0000000000000+0000000000000
0000620010120160520PRBGI4CKJI019142820160531000000001500000033000000000000000000000000000000000000000065000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160126+00000464+00000000+0000000000542 +0000000000561 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16C015000       EMERC2016053120160601+0000000000000+0000000000000
0000640010120160520PRBGI4VKJMB19142820160531000000001460000033000000000000000000000000000000000000000183000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160118+00000040+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16P014600       EMERC2016053120160601+0000000000000+0000000000000
0000660010120160520PRBGI4VKJMC19142820160531000000001470000033000000000000000000000000000000000000000022000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160210+00000023+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16P014700       EMERC2016053120160601+0000000000000+0000000000000
0000680010120160520PRBGI4VKJMD19142820160531000000001480000033000000000000000000000000000000000000000170000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160427+00000005+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16P014800       EMERC2016053120160601+0000000000000+0000000000000
0000700010120160520PRBGI4VKJMF19142820160531000000001490000033000000000000000000000000000000000000000078000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160328+00000020+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000060001100006K16 0000000000000000000000000000000000000                    BGIK16P014900       EMERC2016053120160601+0000000000000+0000000000000
