0000020010120160323PRACF2*J16 19130220160415000000000000000050800000000000001641739000000044817100000855000000180000004000000+0000000000007+00008100+00007778+00007778+00008100+0000807900003+0000810014140020160323+00007900+00000000+0000000008100S+0000000007900 00000001016000000000000000000000000000000000000000000002200000025+00000200+0000000000000000000000000000000000000000000000160002300016    0000000000000000000000000020160415001                    ACFJ16              EMERC2016041520160418+0000000007387+0000000008413
0000040010120160323PRACF2*M16 19130220160615000000000000000050800000000000001173073000000032023200000335000000020000003100000+0000000000005+00007500+00007449+00007449+00007450+0000744900001+0000745011020020160323+00007565+00000000+0000000007771S+0000000007579 00000000975360000000000000000000000000000000000000000002200000025+00000192+0000000000000000000000000000000000000000000000570008400057    0000000000000000000000000020160615002                    ACFM16              EMERC2016061520160616+0000000007087+0000000008071
0000060010120160323PRACF2*U16 19130220160915000000000000000050800000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000008463 +0000000008254 00000000000000000000000000000000000000000000000000000002200000025+00000209+0000000000000000000000000000000000000000000001220017600122    0000000000000000000000000000000000000                    ACFU16              EMERC2016091520160916+0000000007718+0000000008790
0000080010120160323PRACF2*Z16 19130220161215000000000000000050800000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000009434 +0000000009201 00000000000000000000000000000000000000000000000000000002200000025+00000233+0000000000000000000000000000000000000000000001840026700184    0000000000000000000000000000000000000                    ACFZ16              EMERC2016121520161216+0000000008603+0000000009799
0000100010120160323PRAUD2*J16 19130220160401000000000000000006000000000000000000000000000000000000000285000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160322+02758000+00000000+0000027688070S+0000027339050 00000002094120000000000000000000000000000000000000000003400000013+00349020+0000000000000000000000000000000000000000000000060000900006    0000000000000000000000000000000000001                    AUDJ16              EMERC2016033120160401+0000002569900+0000002897900
0000120010120160323PRAUD2*K16 19130220160502000000000000000006000000000000000000000000000000000000000005000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160321+02757900+00000000+0000027842790S+0000027492230 00000002103360000000000000000000000000000000000000000003400000013+00350560+0000000000000000000000000000000000000000000000260004000026    0000000000000000000000000000000000002                    AUDK16              EMERC2016042920160502+0000002584300+0000002914100
0000140010120160323PRAUD2*M16 19130220160601000000000000000006000000000000003365400000000092124500001517000000020000002000000+0000000000000+00000000+02804500+02804500+02804500+0280450000019+0280450017410020160323+02858400+00000000+0000028022600S+0000027670360 00000002113440000000000000000000000000000000000000000003400000013+00352240+0000000000000000000000000000000000000000000000470007000047    0000000000000000000000000000000000003                    AUDM16              EMERC2016053120160601+0000002601100+0000002933000
0000160010120160323PRBGI2*F17 19130220170131000000000000000033000000000000000000000000000000000000000070000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160322+00016550+00000000+0000000016550S+0000000016555 00000000016500000000000000000000000000000000000000000002200000000-00000005-0000000000000000000000000000000000000000000002170031400215    0000000000000000000000000020170131011                    BGIF17              EMERC2017013120170201+0000000015976+0000000017134
0000180010120160323PRBGI2*H16 19130220160331000000000000000033000000000000019746530000000539051400001852000000260000038200000+0000000000000+00000000+00015690+00015640+00015690+0001566400002+0001564015590020160323+00015680+00000000+0000000015644S+0000000015674 00000000099000000000000000000000000000000000000000000002200000002-00000030-0000000000000000000000000000000000000000000000050000800005    0000000000000000000000000020160331001                    BGIH16              EMERC2016033120160401+0000000015126+0000000016222
0000200010120160323PRBGI2*J16 19130220160429000000000000000033000000000000005888298000000160741900000522000000180000011300000+0000000000000+00000000+00015780+00015740+00015800+0001579100001+0001579815220020160323+00015775+00000000+0000000015773S+0000000015775 00000000006600000000000000000000000000000000000000000002200000000-00000002-0000000000000000000000000000000000000000000000250003700025    0000000000000000000000000020160429002                    BGIJ16              EMERC2016042920160502+0000000015223+0000000016327
0000220010120160323PRBGI2*K16 19130220160531000000000000000033000000000000065720094000001794062400005419000002170000127100000+0000000000000+00000000+00015660+00015620+00015710+0001566900005+0001566515590020160323+00015660+00000000+0000000015667S+0000000015669 00000000006600000000000000000000000000000000000000000002200000000-00000002-0000000000000000000000000000000000000000000000460006900046    0000000000000000000000000020160531003                    BGIK16              EMERC2016053120160601+0000000015121+0000000016217
0000240010120160323PRBGI2*K17 19130220170531000000000000000033000000000000000000000000000000000000000001000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160114+00016000+00000000+0000000015900S+0000000016000 00000000330000000000000000000000000000000000000000000002200000006-00000100-0000000000000000000000000000000000000000000002980043400296    0000000000000000000000000020170531012                    BGIK17              EMERC2017053120170601+0000000015440+0000000016560
0000260010120160323PRBGI2*M16 19130220160630000000000000000033000000000000000155697000000004250300000068000000030000000300000+0000000000000+00000000+00015746+00015710+00015746+0001572700001+0001571009360020160323+00015690+00000000+0000000015710S+0000000015746 00000000118800000000000000000000000000000000000000000002200000002-00000036-0000000000000000000000000000000000000000000000680009900068    0000000000000000000000000020160630004                    BGIM16              EMERC2016063020160701+0000000015195+0000000016297
0000280010120160323PRBGI2*N16 19130220160729000000000000000033000000000000000365227000000009970200000006000000030000000700000+0000000000000+00000000+00015850+00015800+00015850+0001581100005+0001580015190020160323+00015800+00000000+0000000015807S+0000000015850 00000000141900000000000000000000000000000000000000000002200000003-00000043-0000000000000000000000000000000000000000000000890012800089    0000000000000000000000000020160729005                    BGIN16              EMERC2016072920160801+0000000015296+0000000016404
0000300010120160323PRBGI2*Q16 19130220160831000000000000000033000000000000000000000000000000000000000204000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160311+00015900+00000000+0000000015950S+0000000016000 00000000165000000000000000000000000000000000000000000002200000003-00000050-0000000000000000000000000000000000000000000001120016100112    0000000000000000000000000020160831006                    BGIQ16              EMERC2016083120160901+0000000015440+0000000016560
0000320010120160323PRBGI2*U16 19130220160930000000000000000033000000000000000000000000000000000000000008000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160308+00015925+00000000+0000000016395S+0000000016400 00000000016500000000000000000000000000000000000000000002200000000-00000005-0000000000000000000000000000000000000000000001330019100133    0000000000000000000000000020160930007                    BGIU16              EMERC2016093020161003+0000000015826+0000000016974
0000340010120160323PRBGI2*V16 19130220161031000000000000000033000000000000003392136000000092600300003550000000170000006200000+0000000000000+00000000+00016619+00016560+00016635+0001657900001+0001663511470020160323+00016619+00000000+0000000016614S+0000000016619 00000000016500000000000000000000000000000000000000000002200000000-00000005-0000000000000000000000000000000000000000000001530022200153    0000000000000000000000000020161031008                    BGIV16              EMERC2016103120161101+0000000016038+0000000017200
0000360010120160323PRBGI2*V17 19130220171031000000000000000033000000000000000000000000000000000000000001000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160114+00016500+00000000+0000000016347S+0000000016450 00000000339900000000000000000000000000000000000000000002200000006-00000103-0000000000000000000000000000000000000000000004040058700402    0000000000000000000000000020171031013                    BGIV17              EMERC2017103120171101+0000000015875+0000000017025
0000380010120160323PRBGI2*X16 19130220161130000000000000000033000000000000000656129000000017911400000203000000050000001200000+0000000000000+00000000+00016627+00016560+00016627+0001656900002+0001656010570020160323+00016630+00000000+0000000016622S+0000000016627 00000000016500000000000000000000000000000000000000000002200000000-00000005-0000000000000000000000000000000000000000000001730025200173    0000000000000000000000000020161130009                    BGIX16              EMERC2016113020161201+0000000016046+0000000017208
0000400010120160323PRBGI2*Z16 19130220161229000000000000000033000000000000000000000000000000000000000060000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160314+00016412+00000000+0000000016649S+0000000016654 00000000016500000000000000000000000000000000000000000002200000000-00000005-0000000000000000000000000000000000000000000001940028100194    0000000000000000000000000020161229010                    BGIZ16              EMERC2016122920170102+0000000016072+0000000017236
0000420010120160323PRBGI4VFKM019130220170131000000001500000033000000000000000000000000000000000000000170000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160310+00000140+00000000+0000000000067 +0000000000061 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000002170031400215F17 0000000000000000000000000000000000000                    BGIF17P015000       EMERC2017013120170201+0000000000000+0000000000000
0000440010120160323PRBGI4CHJIB19130220160331000000001500000033000000000000000000000000000000000000000002000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151028+00000310+00000000+0000000000642 +0000000000672 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C015000       EMERC2016033120160401+0000000000000+0000000000000
0000460010120160323PRBGI4CHJID19130220160331000000001520000033000000000000000000000000000000000000000076000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160223+00000525+00000000+0000000000443 +0000000000473 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C015200       EMERC2016033120160401+0000000000000+0000000000000
0000480010120160323PRBGI4CHJIG19130220160331000000001540000033000000000000000000000000000000000000000025000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160202+00000220+00000000+0000000000244 +0000000000274 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C015400       EMERC2016033120160401+0000000000000+0000000000000
0000500010120160323PRBGI4CHJIH19130220160331000000001550000033000000000000000000000000000000000000000165000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160303+00000020+00000000+0000000000148 +0000000000179 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C015500       EMERC2016033120160401+0000000000000+0000000000000
0000520010120160323PRBGI4CHJIJ19130220160331000000001560000033000000000000000000000000000000000000000022000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160310+00000067+00000000+0000000000066 +0000000000095 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C015600       EMERC2016033120160401+0000000000000+0000000000000
0000540010120160323PRBGI4CHJIL19130220160331000000001580000033000000000000000000000000000000000000000060000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160308+00000020+00000000+0000000000004 +0000000000011 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C015800       EMERC2016033120160401+0000000000000+0000000000000
0000560010120160323PRBGI4CHJIM19130220160331000000001590000033000000000000000000000000000000000000001010000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160229+00000057+00000000+0000000000001 +0000000000002 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C015900       EMERC2016033120160401+0000000000000+0000000000000
0000580010120160323PRBGI4CHJI819130220160331000000001480000033000000000000000000000000000000000000000012000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160211+00000805+00000000+0000000000842 +0000000000871 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C014800       EMERC2016033120160401+0000000000000+0000000000000
0000600010120160323PRBGI4CHJI919130220160331000000001490000033000000000000000000000000000000000000000001000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151209+00000262+00000000+0000000000742 +0000000000772 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16C014900       EMERC2016033120160401+0000000000000+0000000000000
0000620010120160323PRBGI4VHJMB19130220160331000000001500000033000000000000000000000000000000000000000235000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160308+00000022+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P015000       EMERC2016033120160401+0000000000000+0000000000000
0000640010120160323PRBGI4VHJMC19130220160331000000001510000033000000000000000000000000000000000000000011000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160122+00000070+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P015100       EMERC2016033120160401+0000000000000+0000000000000
0000660010120160323PRBGI4VHJMD19130220160331000000001520000033000000000000000000000000000000000000000060000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160201+00000027+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P015200       EMERC2016033120160401+0000000000000+0000000000000
0000680010120160323PRBGI4VHJMF19130220160331000000001530000033000000000000000000000000000000000000000025000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160203+00000040+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P015300       EMERC2016033120160401+0000000000000+0000000000000
0000700010120160323PRBGI4VHJMH19130220160331000000001550000033000000000000000000000000000000000000000103000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160314+00000050+00000000+0000000000004 +0000000000005 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P015500       EMERC2016033120160401+0000000000000+0000000000000
0000720010120160323PRBGI4VHJM519130220160331000000001450000033000000000000000000000000000000000000000050000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160128+00000010+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P014500       EMERC2016033120160401+0000000000000+0000000000000
0000740010120160323PRBGI4VHJM719130220160331000000001470000033000000000000000000000000000000000000000012000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160211+00000005+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P014700       EMERC2016033120160401+0000000000000+0000000000000
0000760010120160323PRBGI4VHJM819130220160331000000001480000033000000000000000000000000000000000000000001000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151209+00000314+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P014800       EMERC2016033120160401+0000000000000+0000000000000
0000780010120160323PRBGI4VHJM919130220160331000000001490000033000000000000000000000000000000000000000002000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151028+00000310+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000800005H16 0000000000000000000000000000000000000                    BGIH16P014900       EMERC2016033120160401+0000000000000+0000000000000
0000800010120160323PRBGI4CJJIX19130220160429000000001490000033000000000000000000000000000000000000000003000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160211+00000600+00000000+0000000000862 +0000000000865 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000250003700025J16 0000000000000000000000000000000000000                    BGIJ16C014900       EMERC2016042920160502+0000000000000+0000000000000
0000820010120160323PRBGI4CJJIZ19130220160429000000001500000033000000000000000000000000000000000000000035000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151222+00000350+00000000+0000000000764 +0000000000767 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000250003700025J16 0000000000000000000000000000000000000                    BGIJ16C015000       EMERC2016042920160502+0000000000000+0000000000000
