0000020010120170724PRAUD2*Q17 19162820170801000000000000000006000000000000015288354000000485977100001499000000070000010200000+0000000000000+00000000+02504300+02494100+02504300+0249809700001+0249450017310020170724+02492200+00000000+0000024967570S+0000024891580 00000000455940000000000000000000000000000000000000000003400000003+00075990+0000000000000000000000000000000000000000000000060000800006    0000000000000000000000000000000000001                    AUDQ17              EMERC2017073120170801+0000002339900+0000002638500
0000040010120170724PRAUD2*U17 19162820170901000000000000000006000000000000000000000000000000000000000210000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170721+02490100+00000000+0000025110030S+0000025039500 00000000423180000000000000000000000000000000000000000003400000003+00070530+0000000000000000000000000000000000000000000000290003900029    0000000000000000000000000000000000002                    AUDU17              EMERC2017083120170901+0000002353800+0000002654100
0000060010120170724PRAUD2*V17 19162820171002000000000000000006000000000000000000000000000000000000000011000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170721+02499600+00000000+0000025217190S+0000025146160 00000000426180000000000000000000000000000000000000000003400000003+00071030+0000000000000000000000000000000000000000000000490007000049    0000000000000000000000000000000000003                    AUDV17              EMERC2017092920171002+0000002363800+0000002665400
0000080010120170724PRBGI2*F18 19162820180131000000000000000033000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170323+00013950+00000000+0000000013203 +0000000013049 00000000000000000000000000000000000000000000000000000002200000012+00000154+0000000000000000000000000000000000000000000001310019100128    0000000000000000000000000000000000000                    BGIF18              EMERC2018013120180201+0000000012593+0000000013505
0000100010120170724PRBGI2*K18 19162820180530000000000000000033000000000000000000000000000000000000000095000000000000000000000+0001345000000+00013555+00000000+00000000+00000000+0000000000000+0000000000000020170720+00013210+00000000+0000000013472S+0000000013288 00000000607200000000000000000000000000000000000000000002200000014+00000184+0000000000000000000000000000000000000000000002120031000209    0000000000000000000000000020180530007                    BGIK18              EMERC2018053020180601+0000000012823+0000000013753
0000120010120170724PRBGI2*N17 19162820170731000000000000000033000000000000047981300000001525395000001850000001460000116300000+0001250000000+00012515+00012453+00012453+00012530+0001250200006+0001250016290020170724+00012453+00000000+0000000012508S+0000000012471 00000000122100000000000000000000000000000000000000000002200000003+00000037+0000000000000000000000000000000000000000000000050000700005    0000000000000000000000000020170731001                    BGIN17              EMERC2017073120170801+0000000012035+0000000012907
0000140010120170724PRBGI2*Q17 19162820170831000000000000000033000000000000016922320000000537985100000646000000670000039900000+0001290100000+00012990+00012775+00012775+00013000+0001285200010+0001300016230020170724+00012800+00000000+0000000013000S+0000000012815 00000000610500000000000000000000000000000000000000000002200000014+00000185+0000000000000000000000000000000000000000000000280003800028    0000000000000000000000000020170831002                    BGIQ17              EMERC2017083120170901+0000000012367+0000000013263
0000160010120170724PRBGI2*U17 19162820170929000000000000000033000000000000000172725000000005491200000132000000040000000400000+0001308700000+00013280+00013025+00013025+00013175+0001308500001+0001317515580020170724+00013000+00000000+0000000013152S+0000000013025 00000000419100000000000000000000000000000000000000000002200000010+00000127+0000000000000000000000000000000000000000000000480006700048    0000000000000000000000000020170929003                    BGIU17              EMERC2017092920171002+0000000012570+0000000013480
0000180010120170724PRBGI2*V17 19162820171031000000000000000033000000000000116843466000003714623000004422000003340000263800000+0001344000000+00013450+00013310+00013310+00013460+0001342200002+0001344016290020170724+00013315+00000000+0000000013445S+0000000013315 00000000429000000000000000000000000000000000000000000002200000010+00000130+0000000000000000000000000000000000000000000000690009900069    0000000000000000000000000020171031004                    BGIV17              EMERC2017103120171101+0000000012849+0000000013781
0000200010120170724PRBGI2*V18 19162820181031000000000000000033000000000000000229597000000007299200000050000000030000000500000+0001385200000+00013910+00013925+00013900+00013925+0001391500001+0001390012550020170724+00013710+00000000+0000000013945S+0000000013761 00000000607200000000000000000000000000000000000000000002200000013+00000184+0000000000000000000000000000000000000000000003190046400315    0000000000000000000000000020181031008                    BGIV18              EMERC2018103120181101+0000000013280+0000000014242
0000220010120170724PRBGI2*X17 19162820171130000000000000000033000000000000001857203000000059043200000111000000170000004200000+0001344000000+00013530+00013310+00013310+00013437+0001340000001+0001343715530020170724+00013300+00000000+0000000013453S+0000000013323 00000000429000000000000000000000000000000000000000000002200000010+00000130+0000000000000000000000000000000000000000000000890012900088    0000000000000000000000000020171130005                    BGIX17              EMERC2017113020171201+0000000012857+0000000013789
0000240010120170724PRBGI2*Z17 19162820171228000000000000000033000000000000000000000000000000000000000003000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170717+00012900+00000000+0000000013467S+0000000013337 00000000429000000000000000000000000000000000000000000002200000010+00000130+0000000000000000000000000000000000000000000001080015700107    0000000000000000000000000020171228006                    BGIZ17              EMERC2017122820180102+0000000012871+0000000013803
0000260010120170724PRBGI4CFLIP19162820180131000000001305000033000000000000000000000000000000000000000010000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170721+00000500+00000000+0000000000000 +0000000000514 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000001310019100128F18 0000000000000000000000000000000000000                    BGIF18C013050       EMERC2018013120180201+0000000000000+0000000000000
0000280010120170724PRBGI4CNKIL19162820170731000000001340000033000000000000000000000000000000000000000040000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170518+00000200+00000000+0000000000000 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C013400       EMERC2017073120170801+0000000000000+0000000000000
0000300010120170724PRBGI4CNKIN19162820170731000000001250000033000000000000000000000000000000000000000445000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170717+00000040+00000000+0000000000000 +0000000000074 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C012500       EMERC2017073120170801+0000000000000+0000000000000
0000320010120170724PRBGI4CNKIQ19162820170731000000001260000033000000000000000000000000000000000000000200000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170718+00000005+00000000+0000000000000 +0000000000039 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C012600       EMERC2017073120170801+0000000000000+0000000000000
0000340010120170724PRBGI4CNKIS19162820170731000000001270000033000000000000000000000000000000000000000110000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170629+00000001+00000000+0000000000000 +0000000000019 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C012700       EMERC2017073120170801+0000000000000+0000000000000
0000360010120170724PRBGI4CNKIV19162820170731000000001280000033000000000000000000000000000000000000000070000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170613+00000067+00000000+0000000000000 +0000000000008 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C012800       EMERC2017073120170801+0000000000000+0000000000000
0000380010120170724PRBGI4CNKIX19162820170731000000001290000033000000000000000000000000000000000000000150000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170705+00000005+00000000+0000000000000 +0000000000003 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C012900       EMERC2017073120170801+0000000000000+0000000000000
0000400010120170724PRBGI4CNKIZ19162820170731000000001305000033000000000000000000000000000000000000000003000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170602+00000185+00000000+0000000000000 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C013050       EMERC2017073120170801+0000000000000+0000000000000
0000420010120170724PRBGI4CNKI019162820170731000000001350000033000000000000000000000000000000000000000120000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170607+00000005+00000000+0000000000000 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C013500       EMERC2017073120170801+0000000000000+0000000000000
0000440010120170724PRBGI4CNKI119162820170731000000001360000033000000000000000000000000000000000000000081000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170612+00000005+00000000+0000000000000 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C013600       EMERC2017073120170801+0000000000000+0000000000000
0000460010120170724PRBGI4CNKI219162820170731000000001370000033000000000000000000000000000000000000000045000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170531+00000015+00000000+0000000000000 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C013700       EMERC2017073120170801+0000000000000+0000000000000
0000480010120170724PRBGI4CNKI319162820170731000000001380000033000000000000000000000000000000000000000031000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170531+00000010+00000000+0000000000000 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C013800       EMERC2017073120170801+0000000000000+0000000000000
0000500010120170724PRBGI4CNKI419162820170731000000001390000033000000000000000000000000000000000000000029000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020170425+00000150+00000000+0000000000000 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000050000700005N17 0000000000000000000000000000000000000                    BGIN17C013900       EMERC2017073120170801+0000000000000+0000000000000
