Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170321;AUD;*;J17 ;0000000000000;0000000000000;00001839;00000000;00000000;00000000;00000000;0000023839160;0000023843120;0000000002376;00003960;
20170321;AUD;*;K17 ;0000001577988;0000000512917;00000011;02390800;02390800;02390900;02390900;0000023966110;0000023982160;0000000009630;00016050;
20170321;AUD;*;M17 ;0000021868590;0000007108269;00000370;02409300;02409300;02414100;02414100;0000024132320;0000024149890;0000000010542;00017570;
20170321;BGI;*;F18 ;0000000000000;0000000000000;00000002;00000000;00000000;00000000;00000000;0000000014228;0000000014346;0000000038940;00000118;
20170321;BGI;*;H17 ;0000026616625;0000008633632;00001108;00014250;00014205;00014290;00014205;0000000014205;0000000014257;0000000017160;00000052;
20170321;BGI;*;J17 ;0000000000000;0000000000000;00000119;00000000;00000000;00000000;00000000;0000000014004;0000000014052;0000000015840;00000048;
20170321;BGI;*;K17 ;0000137173855;0000044495071;00005942;00013948;00013885;00014010;00013903;0000000013906;0000000013954;0000000015840;00000048;
20170321;BGI;*;M17 ;0000000000000;0000000000000;00000004;00000000;00000000;00000000;00000000;0000000013996;0000000014058;0000000020460;00000062;
20170321;BGI;*;N17 ;0000000000000;0000000000000;00000002;00000000;00000000;00000000;00000000;0000000014076;0000000014152;0000000025080;00000076;
20170321;BGI;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014159;0000000014249;0000000000000;00000090;
20170321;BGI;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014231;0000000014335;0000000000000;00000104;
20170321;BGI;*;V17 ;0000012427859;0000004031224;00001846;00014475;00014306;00014475;00014306;0000000014306;0000000014425;0000000039270;00000119;
20170321;BGI;*;X17 ;0000003137013;0000001017553;00000040;00014410;00014400;00014410;00014400;0000000014325;0000000014444;0000000039270;00000119;
20170321;BGI;*;Z17 ;0000000000000;0000000000000;00000038;00000000;00000000;00000000;00000000;0000000014311;0000000014430;0000000039270;00000119;
20170321;BRI;*;J17 ;0000001369030;0000000444996;00000709;00010531;00010531;00010531;00010531;0000000010534;0000000010855;0000000321000;00000321;
20170321;BRI;*;M17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000010708;0000000011035;0000000000000;00000327;
20170321;BSE;*;H17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000029551;0000000029591;0000000000000;00000040;
20170321;BSE;*;J17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000029755;0000000029796;0000000000000;00000041;
20170321;CAD;*;J17 ;0000002088090;0000000678723;00001670;02320100;02320100;02320100;02320100;0000023204530;0000023103220;0000000060786;00101310;
20170321;CAD;*;K17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000023351720;0000023254690;0000000000000;00097030;
20170321;CAD;*;M17 ;0000000000000;0000000000000;00000360;00000000;00000000;00000000;00000000;0000023539420;0000023441480;0000000058764;00097940;
20170321;CCM;*;F18 ;0000000000000;0000000000000;00000150;00000000;00000000;00000000;00000000;0000000003009;0000000002967;0000000018900;00000042;
20170321;CCM;*;F19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002634;0000000002596;0000000000000;00000038;
20170321;CCM;*;H18 ;0000000350392;0000000113657;00000033;00002940;00002940;00002997;00002997;0000000003009;0000000003032;0000000010350;00000023;
20170321;CCM;*;H19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002521;0000000002486;0000000000000;00000035;
20170321;CCM;*;K17 ;0000014631502;0000004746019;00008802;00002978;00002973;00003008;00003000;0000000002997;0000000002978;0000000008550;00000019;
20170321;CCM;*;K18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002741;0000000002703;0000000000000;00000038;
