Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170608;AUD;*;N17 ;0000000000000;0000000000000;00001566;00000000;00000000;00000000;00000000;0000024782710;0000024852550;0000000041904;00069840;
20170608;AUD;*;Q17 ;0000000747240;0000000227553;00000914;02490800;02490800;02490800;02490800;0000024921670;0000024996590;0000000044952;00074920;
20170608;AUD;*;U17 ;0000000000000;0000000000000;00000150;00000000;00000000;00000000;00000000;0000025078840;0000025153830;0000000044994;00074990;
20170608;BGI;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000012764;0000000012772;0000000000000;00000008;
20170608;BGI;*;K18 ;0000000000000;0000000000000;00000058;00000000;00000000;00000000;00000000;0000000013092;0000000013100;0000000002640;00000008;
20170608;BGI;*;M17 ;0000011232153;0000003434279;00000923;00012603;00012550;00012700;00012660;0000000012660;0000000012626;0000000011220;00000034;
20170608;BGI;*;N17 ;0000018421009;0000005632303;00000435;00012600;00012550;00012660;00012660;0000000012657;0000000012644;0000000004290;00000013;
20170608;BGI;*;Q17 ;0000014644888;0000004477737;00000452;00012700;00012600;00012700;00012650;0000000012675;0000000012700;0000000008250;00000025;
20170608;BGI;*;U17 ;0000000084427;0000000025814;00000052;00012800;00012784;00012800;00012784;0000000012792;0000000012800;0000000002640;00000008;
20170608;BGI;*;V17 ;0000080284449;0000024547315;00005076;00012870;00012730;00012897;00012850;0000000012857;0000000012865;0000000002640;00000008;
20170608;BGI;*;V18 ;0000000000000;0000000000000;00000090;00000000;00000000;00000000;00000000;0000000013679;0000000013686;0000000002310;00000007;
20170608;BGI;*;X17 ;0000000212619;0000000065009;00000068;00012950;00012800;00012950;00012900;0000000012925;0000000012933;0000000002640;00000008;
20170608;BGI;*;Z17 ;0000000000000;0000000000000;00000003;00000000;00000000;00000000;00000000;0000000012966;0000000012974;0000000002640;00000008;
20170608;BRI;*;Q17 ;0000001587000;0000000483282;00000908;00010580;00010580;00010580;00010580;0000000010636;0000000010706;0000000070000;00000070;
20170608;BRI;*;V17 ;0000000000000;0000000000000;00000016;00000000;00000000;00000000;00000000;0000000010787;0000000010858;0000000071000;00000071;
20170608;BSE;*;M17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031375;0000000031441;0000000000000;00000066;
20170608;BSE;*;N17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031592;0000000031659;0000000000000;00000067;
20170608;CAD;*;N17 ;0000000146550;0000000044628;00000038;02442500;02442500;02442500;02442500;0000024340140;0000024384660;0000000026712;00044520;
20170608;CAD;*;Q17 ;0000000734670;0000000223726;00000730;02448900;02448900;02448900;02448900;0000024503690;0000024551290;0000000028560;00047600;
20170608;CAD;*;U17 ;0000000000000;0000000000000;00000105;00000000;00000000;00000000;00000000;0000024684520;0000024730540;0000000027612;00046020;
20170608;CCM;*;F18 ;0000004331655;0000001324422;00000842;00002900;00002900;00002960;00002915;0000000002915;0000000002914;0000000000450;00000001;
