Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170314;AUD;*;J17 ;0000063729456;0000020142690;00002193;02413700;02413700;02414500;02414000;0000024184040;0000024009280;0000000104856;00174760;
20170314;AUD;*;K17 ;0000000000000;0000000000000;00000011;00000000;00000000;00000000;00000000;0000024323780;0000024143700;0000000108048;00180080;
20170314;AUD;*;M17 ;0000059432940;0000018784709;00000000;02445800;02445800;02445800;02445800;0000024494130;0000024313250;0000000108528;00180880;
20170314;BGI;*;F18 ;0000000000000;0000000000000;00000002;00000000;00000000;00000000;00000000;0000000014544;0000000014465;0000000026070;00000079;
20170314;BGI;*;H17 ;0000005439188;0000001713832;00001391;00014300;00014300;00014351;00014351;0000000014351;0000000014302;0000000016170;00000049;
20170314;BGI;*;J17 ;0000000000000;0000000000000;00000091;00000000;00000000;00000000;00000000;0000000014275;0000000014223;0000000017160;00000052;
20170314;BGI;*;K17 ;0000055040709;0000017342757;00004563;00014112;00014112;00014190;00014170;0000000014164;0000000014112;0000000017160;00000052;
20170314;BGI;*;M17 ;0000000000000;0000000000000;00000004;00000000;00000000;00000000;00000000;0000000014253;0000000014195;0000000019140;00000058;
20170314;BGI;*;N17 ;0000000000000;0000000000000;00000002;00000000;00000000;00000000;00000000;0000000014333;0000000014271;0000000020460;00000062;
20170314;BGI;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014415;0000000014347;0000000000000;00000068;
20170314;BGI;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014485;0000000014412;0000000000000;00000073;
20170314;BGI;*;V17 ;0000003408352;0000001073936;00001829;00014500;00014500;00014585;00014580;0000000014560;0000000014481;0000000026070;00000079;
20170314;BGI;*;X17 ;0000000000000;0000000000000;00000078;00000000;00000000;00000000;00000000;0000000014579;0000000014500;0000000026070;00000079;
20170314;BGI;*;Z17 ;0000000000000;0000000000000;00000087;00000000;00000000;00000000;00000000;0000000014629;0000000014550;0000000026070;00000079;
20170314;BRI;*;J17 ;0000000216720;0000000068498;00000711;00010836;00010836;00010836;00010836;0000000010840;0000000010984;0000000144000;00000144;
20170314;BRI;*;M17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000011019;0000000011165;0000000000000;00000146;
20170314;BSE;*;H17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000029525;0000000029089;0000000000000;00000436;
20170314;BSE;*;J17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000029764;0000000029291;0000000000000;00000473;
20170314;CAD;*;J17 ;0000004972896;0000001571761;00002000;02367500;02367500;02369400;02369400;0000023712710;0000023577850;0000000080916;00134860;
20170314;CAD;*;K17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000023869730;0000023730830;0000000000000;00138900;
20170314;CAD;*;M17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000024064080;0000023922090;0000000000000;00141990;
20170314;CCM;*;F18 ;0000000000000;0000000000000;00000150;00000000;00000000;00000000;00000000;0000000003011;0000000003030;0000000008550;00000019;
20170314;CCM;*;F19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002636;0000000002653;0000000000000;00000017;
20170314;CCM;*;H17 ;0000032146375;0000010128990;00005393;00003489;00003454;00003510;00003454;0000000003456;0000000003504;0000000021600;00000048;
20170314;CCM;*;H18 ;0000000000000;0000000000000;00000034;00000000;00000000;00000000;00000000;0000000003077;0000000003096;0000000008550;00000019;
20170314;CCM;*;H19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002524;0000000002540;0000000000000;00000016;
20170314;CCM;*;K17 ;0000024400503;0000007688346;00009519;00003100;00003053;00003105;00003053;0000000003053;0000000003100;0000000021150;00000047;
20170314;CCM;*;K18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002744;0000000002761;0000000000000;00000017;
20170314;CCM;*;K19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002416;0000000002431;0000000000000;00000015;
20170314;CCM;*;N17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000003006;0000000003038;0000000000000;00000032;
20170314;CCM;*;N18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002622;0000000002638;0000000000000;00000016;
20170314;CCM;*;U17 ;0000005170153;0000001629062;00011194;00002950;00002948;00002968;00002957;0000000002957;0000000002975;0000000008100;00000018;
20170314;CCM;*;U18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002503;0000000002519;0000000000000;00000016;
20170314;CCM;*;X17 ;0000000027229;0000000008580;00000449;00003026;00003025;00003026;00003025;0000000002985;0000000003003;0000000008100;00000018;
20170314;CCM;*;X18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002568;0000000002584;0000000000000;00000016;
20170314;CHF;*;J17 ;0000000000000;0000000000000;00000206;00000000;00000000;00000000;00000000;0000031708210;0000031504330;0000000101940;00203880;
20170314;CHF;*;K17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000031966970;0000031746110;0000000000000;00220860;
20170314;CHF;*;M17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000032274140;0000032044870;0000000000000;00229270;
20170314;CLP;*;J17 ;0000000000000;0000000000000;00000063;00000000;00000000;00000000;00000000;0000047736000;0000047462000;0000000068500;00274000;
20170314;CLP;*;K17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000047958000;0000047679000;0000000000000;00279000;
