Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170706;AUD;*;Q17 ;0000004080852;0000001234228;00002453;02526700;02497500;02526700;02519000;0000025163930;0000025166740;0000000001686;00002810;
20170706;AUD;*;U17 ;0000000000000;0000000000000;00000210;00000000;00000000;00000000;00000000;0000025319960;0000025322900;0000000001764;00002940;
20170706;AUD;*;V17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000025431850;0000025430840;0000000000000;00001010;
20170706;BGI;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000012440;0000000012561;0000000000000;00000121;
20170706;BGI;*;K18 ;0000000000000;0000000000000;00000070;00000000;00000000;00000000;00000000;0000000012710;0000000012833;0000000040590;00000123;
20170706;BGI;*;N17 ;0000004332461;0000001313146;00000748;00012450;00012350;00012450;00012390;0000000012306;0000000012425;0000000039270;00000119;
20170706;BGI;*;Q17 ;0000000041250;0000000012503;00000365;00012500;00012500;00012500;00012500;0000000012405;0000000012525;0000000039600;00000120;
20170706;BGI;*;U17 ;0000000000000;0000000000000;00000132;00000000;00000000;00000000;00000000;0000000012479;0000000012600;0000000039930;00000121;
20170706;BGI;*;V17 ;0000062871573;0000019056034;00004343;00012739;00012561;00012739;00012645;0000000012633;0000000012755;0000000040260;00000122;
20170706;BGI;*;V18 ;0000000000000;0000000000000;00000042;00000000;00000000;00000000;00000000;0000000013201;0000000013329;0000000042240;00000128;
20170706;BGI;*;X17 ;0000000125334;0000000037988;00000109;00012680;00012650;00012680;00012650;0000000012646;0000000012768;0000000040260;00000122;
20170706;BGI;*;Z17 ;0000000000000;0000000000000;00000003;00000000;00000000;00000000;00000000;0000000012687;0000000012809;0000000040260;00000122;
20170706;BRI;*;Q17 ;0000000840400;0000000254174;00000977;00010505;00010505;00010505;00010505;0000000010514;0000000010639;0000000125000;00000125;
20170706;BRI;*;V17 ;0000000000000;0000000000000;00000016;00000000;00000000;00000000;00000000;0000000010659;0000000010786;0000000127000;00000127;
20170706;BSE;*;N17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031532;0000000031415;0000000000000;00000117;
20170706;BSE;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031805;0000000031687;0000000000000;00000118;
