Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170508;AUD;*;M17 ;0000000285192;0000000089296;00001722;02376600;02376600;02376600;02376600;0000023749370;0000023689890;0000000035688;00059480;
20170508;AUD;*;N17 ;0000000000000;0000000000000;00000011;00000000;00000000;00000000;00000000;0000023899880;0000023835840;0000000038424;00064040;
20170508;AUD;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000024034440;0000023970990;0000000000000;00063450;
20170508;BGI;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000013810;0000000013774;0000000000000;00000036;
20170508;BGI;*;K17 ;0000003129858;0000000979857;00004349;00013535;00013521;00013579;00013570;0000000013573;0000000013542;0000000010230;00000031;
20170508;BGI;*;K18 ;0000000046893;0000000014681;00000050;00014210;00014210;00014210;00014210;0000000014248;0000000014213;0000000011550;00000035;
20170508;BGI;*;M17 ;0000004410417;0000001380758;00000164;00013490;00013490;00013500;00013500;0000000013485;0000000013451;0000000011220;00000034;
20170508;BGI;*;N17 ;0000000089892;0000000028142;00000037;00013600;00013600;00013640;00013640;0000000013626;0000000013591;0000000011550;00000035;
20170508;BGI;*;Q17 ;0000000045111;0000000014123;00000041;00013670;00013670;00013670;00013670;0000000013681;0000000013646;0000000011550;00000035;
20170508;BGI;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000013802;0000000013765;0000000000000;00000037;
20170508;BGI;*;V17 ;0000001460814;0000000457333;00002805;00013815;00013810;00013850;00013850;0000000013850;0000000013811;0000000012870;00000039;
20170508;BGI;*;V18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014685;0000000014649;0000000000000;00000036;
20170508;BGI;*;X17 ;0000000000000;0000000000000;00000057;00000000;00000000;00000000;00000000;0000000013920;0000000013881;0000000012870;00000039;
20170508;BGI;*;Z17 ;0000000000000;0000000000000;00000002;00000000;00000000;00000000;00000000;0000000013970;0000000013932;0000000012540;00000038;
20170508;BRI;*;M17 ;0000000000000;0000000000000;00000712;00000000;00000000;00000000;00000000;0000000011026;0000000011057;0000000031000;00000031;
20170508;BRI;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000011192;0000000011224;0000000000000;00000032;
20170508;BSE;*;K17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000030052;0000000030006;0000000000000;00000046;
20170508;BSE;*;M17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000030312;0000000030266;0000000000000;00000046;
20170508;CAD;*;M17 ;0000000000000;0000000000000;00000925;00000000;00000000;00000000;00000000;0000023490920;0000023369430;0000000072894;00121490;
20170508;CAD;*;N17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000023660460;0000023539210;0000000000000;00121250;
