Data;Código do Contrato;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170529;BGI;M17 ;113726.64;34787.3;1763;129.65;129.25;130.0;129.65;129.43;129.5;23.1;0.07
20170529;BGI;N17 ;48477.0;14828.4;471;130.0;130.0;130.0;130.0;130.55;129.96;194.7;0.59
20170529;BGI;Q17 ;433.68;132.66;251;131.42;131.42;131.42;131.42;131.94;131.42;171.6;0.52
20170529;BGI;U17 ;434.67;132.96;5;131.72;131.72;131.72;131.72;132.24;131.72;171.6;0.52
20170529;BGI;V17 ;319279.55;97662.9;4434;132.3;131.75;132.79;132.7;132.7;132.18;171.6;0.52
20170529;BGI;V18 ;0.0;0.0;65;0.0;0.0;0.0;0.0;141.69;141.04;214.5;0.65
20170529;BGI;X17 ;439.06;134.3;57;133.05;133.05;133.05;133.05;133.37;132.85;171.6;0.52
20170529;BGI;Z17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;133.79;133.27;171.6;0.52
20170621;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;119.18;119.25;0.0;0.07
20170621;BGI;K18 ;10466.94;3140.21;77;121.8;121.8;122.0;122.0;122.5;122.57;23.1;0.07
20170621;BGI;M17 ;187535.86;56263.01;631;125.99;124.61;125.99;125.6;125.6;125.99;128.7;0.39
20170621;BGI;N17 ;130278.32;39085.06;647;120.0;116.6;120.0;119.0;119.63;120.0;122.1;0.37
20170621;BGI;Q17 ;31618.78;9486.01;486;119.75;118.0;119.75;118.25;119.68;119.75;23.1;0.07
20170621;BGI;U17 ;2332.44;699.76;101;119.3;117.5;119.3;117.5;119.23;119.3;23.1;0.07
20170621;BGI;V17 ;1798075.81;539444.32;5225;119.7;117.89;120.35;119.5;119.83;119.9;23.1;0.07
20170621;BGI;V18 ;0.0;0.0;65;0.0;0.0;0.0;0.0;127.37;127.44;23.1;0.07
20170621;BGI;X17 ;2376.99;713.13;68;120.53;119.77;120.53;120.0;120.46;120.53;23.1;0.07
20170621;BGI;Z17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;120.85;120.92;23.1;0.07
20170303;BGI;F18 ;963.2;307.77;0;145.94;145.94;145.94;145.94;144.93;145.3;122.1;0.37
20170303;BGI;H17 ;165282.21;52812.57;1158;143.9;142.81;144.34;143.18;143.18;143.19;3.3;0.01
20170303;BGI;J17 ;0.0;0.0;18;0.0;0.0;0.0;0.0;142.4;142.45;16.5;0.05
20170303;BGI;K17 ;399902.15;127780.59;4787;141.4;141.04;142.15;141.47;141.29;141.34;16.5;0.05
20170303;BGI;M17 ;0.0;0.0;4;0.0;0.0;0.0;0.0;142.15;142.27;39.6;0.12
20170303;BGI;N17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;142.93;143.1;56.1;0.17
20170303;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;143.71;143.95;0.0;0.24
20170303;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;144.42;144.73;0.0;0.31
20170303;BGI;V17 ;27346.67;8738.07;1801;146.2;145.0;146.45;145.25;145.13;145.5;122.1;0.37
20170303;BGI;X17 ;0.0;0.0;77;0.0;0.0;0.0;0.0;145.28;145.65;122.1;0.37
20170303;BGI;Z17 ;0.0;0.0;87;0.0;0.0;0.0;0.0;145.78;146.15;122.1;0.37
20170720;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;130.11;129.18;0.0;0.93
20170720;BGI;K18 ;13096.54;4184.47;93;133.7;132.1;133.7;132.1;132.5;131.57;306.9;0.93
20170720;BGI;N17 ;272561.61;87085.95;1653;123.6;123.6;124.99;124.7;124.96;123.79;386.1;1.17
20170720;BGI;Q17 ;82984.96;26514.46;489;127.0;127.0;128.5;127.51;127.75;127.35;132.0;0.4
20170720;BGI;U17 ;1722.27;550.28;132;130.0;130.0;131.2;130.2;130.25;130.15;33.0;0.1
20170720;BGI;V17 ;1415462.33;452253.28;4862;131.86;131.6;133.74;132.8;132.75;131.78;320.1;0.97
20170720;BGI;V18 ;34550.5;11039.2;51;137.94;137.1;137.94;137.1;137.23;136.25;323.4;0.98
20170720;BGI;X17 ;8814.03;2816.16;113;133.3;133.3;134.0;133.96;132.83;131.86;320.1;0.97
20170720;BGI;Z17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;132.97;132.0;320.1;0.97
20170623;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;120.38;122.31;0.0;1.93
20170623;BGI;K18 ;0.0;0.0;53;0.0;0.0;0.0;0.0;123.68;125.67;656.7;1.99
20170623;BGI;M17 ;25882.56;7762.05;775;126.0;126.0;126.99;126.74;126.74;126.63;36.3;0.11
20170623;BGI;N17 ;116642.88;34980.62;612;120.79;120.5;123.07;121.35;121.0;121.69;227.7;0.69
20170623;BGI;Q17 ;400.91;120.23;483;121.49;121.49;121.49;121.49;120.25;122.3;676.5;2.05
20170623;BGI;U17 ;0.0;0.0;101;0.0;0.0;0.0;0.0;120.43;122.36;636.9;1.93
20170623;BGI;V17 ;1041208.08;312253.14;4818;122.64;119.38;123.0;121.0;121.04;122.98;640.2;1.94
20170623;BGI;V18 ;433.71;130.07;45;131.43;131.43;131.43;131.43;128.56;130.64;686.4;2.08
20170623;BGI;X17 ;1595.55;478.5;69;120.5;120.5;121.0;121.0;121.68;123.63;643.5;1.95
20170623;BGI;Z17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;122.07;124.03;646.8;1.96
20170214;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;144.47;144.27;0.0;0.2
20170214;BGI;G17 ;4764.9;1532.76;391;144.52;144.11;144.52;144.11;143.95;144.65;231.0;0.7
20170214;BGI;H17 ;23899.92;7688.08;402;142.4;142.0;142.4;142.0;142.5;142.46;13.2;0.04
20170214;BGI;J17 ;466.95;150.21;18;141.5;141.5;141.5;141.5;141.54;141.98;145.2;0.44
20170214;BGI;K17 ;467891.82;150510.44;3875;140.6;140.01;141.1;140.4;140.39;140.83;145.2;0.44
20170214;BGI;M17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;141.3;141.69;128.7;0.39
20170214;BGI;N17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;142.12;142.46;0.0;0.34
20170214;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;142.96;143.26;0.0;0.3
20170214;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;143.73;143.98;0.0;0.25
20170214;BGI;V17 ;22911.57;7370.15;1661;144.55;144.2;145.0;144.7;144.5;144.7;66.0;0.2
20170214;BGI;X17 ;0.0;0.0;77;0.0;0.0;0.0;0.0;145.2;145.4;66.0;0.2
20170214;BGI;Z17 ;0.0;0.0;87;0.0;0.0;0.0;0.0;144.55;144.75;66.0;0.2
20170313;BGI;F18 ;0.0;0.0;2;0.0;0.0;0.0;0.0;144.65;145.54;293.7;0.89
20170313;BGI;H17 ;39173.11;12432.36;1358;143.0;143.0;143.02;143.02;143.02;143.25;75.9;0.23
20170313;BGI;J17 ;60510.45;19204.18;18;142.25;142.0;142.25;142.0;142.23;142.47;79.2;0.24
20170313;BGI;K17 ;295751.51;93862.55;5053;141.24;141.01;141.37;141.15;141.12;141.36;79.2;0.24
20170313;BGI;M17 ;0.0;0.0;4;0.0;0.0;0.0;0.0;141.95;142.19;79.2;0.24
20170313;BGI;N17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;142.71;142.94;75.9;0.23
20170313;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;143.47;143.71;0.0;0.24
20170313;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;144.12;144.36;0.0;0.24
20170313;BGI;V17 ;8150.34;2586.67;1817;145.5;145.0;145.5;145.15;144.81;145.06;82.5;0.25
20170313;BGI;X17 ;0.0;0.0;78;0.0;0.0;0.0;0.0;145.0;145.9;297.0;0.9
20170313;BGI;Z17 ;0.0;0.0;87;0.0;0.0;0.0;0.0;145.5;146.4;297.0;0.9
20170404;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;138.95;137.24;0.0;1.71
20170404;BGI;J17 ;11136.93;3592.33;235;134.2;134.2;135.5;135.5;135.3;134.87;141.9;0.43
20170404;BGI;K17 ;1011125.24;326148.39;4594;132.38;131.49;133.87;133.5;133.64;132.38;415.8;1.26
20170404;BGI;M17 ;438.9;141.57;4;133.0;133.0;133.0;133.0;134.92;133.56;448.8;1.36
20170404;BGI;N17 ;442.2;142.64;11;134.0;134.0;134.0;134.0;136.09;134.64;478.5;1.45
20170404;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;137.31;135.77;0.0;1.54
20170404;BGI;U17 ;452.16;145.85;0;137.02;137.02;137.02;137.02;138.41;136.78;537.9;1.63
20170404;BGI;V17 ;251089.67;80991.44;2007;138.01;137.0;139.8;139.6;139.55;137.83;567.6;1.72
20170404;BGI;X17 ;914.92;295.12;11;138.25;138.25;139.0;139.0;139.98;138.25;570.9;1.73
20170404;BGI;Z17 ;0.0;0.0;38;0.0;0.0;0.0;0.0;139.72;138.0;567.6;1.72
20170719;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;129.18;128.34;0.0;0.84
20170719;BGI;K18 ;0.0;0.0;93;0.0;0.0;0.0;0.0;131.57;130.77;264.0;0.8
20170719;BGI;N17 ;245312.95;77869.71;1259;123.0;123.0;123.98;123.88;123.79;123.47;105.6;0.32
20170719;BGI;Q17 ;50948.1;16172.46;370;126.0;126.0;127.46;127.0;127.35;126.99;118.8;0.36
20170719;BGI;U17 ;1280.36;406.42;132;128.99;128.99;129.5;129.5;130.15;129.41;244.2;0.74
20170719;BGI;V17 ;1258003.59;399328.19;4318;130.27;129.6;131.89;131.89;131.78;130.58;396.0;1.2
20170719;BGI;V18 ;0.0;0.0;51;0.0;0.0;0.0;0.0;136.25;135.8;148.5;0.45
20170719;BGI;X17 ;1291.29;409.89;111;130.0;130.0;130.65;130.65;131.86;130.66;396.0;1.2
20170719;BGI;Z17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;132.0;131.09;300.3;0.91
20170516;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;137.52;138.0;0.0;0.48
20170516;BGI;K17 ;154499.16;49931.86;4034;135.62;135.2;135.62;135.3;135.22;135.69;155.1;0.47
20170516;BGI;K18 ;0.0;0.0;50;0.0;0.0;0.0;0.0;141.73;142.27;178.2;0.54
20170516;BGI;M17 ;118577.05;38322.36;1875;135.5;134.91;135.8;134.91;134.91;135.61;231.0;0.7
20170516;BGI;N17 ;449.59;145.3;48;136.24;136.24;136.24;136.24;135.78;136.24;151.8;0.46
20170516;BGI;Q17 ;452.1;146.11;81;137.0;137.0;137.0;137.0;136.4;136.83;141.9;0.43
20170516;BGI;U17 ;453.75;146.65;0;137.5;137.5;137.5;137.5;137.56;138.02;151.8;0.46
20170516;BGI;V17 ;93262.15;30140.96;2948;138.5;137.7;138.5;137.96;138.05;138.5;148.5;0.45
20170516;BGI;V18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;148.43;149.0;0.0;0.57
20170516;BGI;X17 ;458.7;148.25;57;139.0;139.0;139.0;139.0;138.75;139.2;148.5;0.45
20170516;BGI;Z17 ;458.7;148.25;2;139.0;139.0;139.0;139.0;139.19;139.67;158.4;0.48
20170601;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;131.11;131.77;0.0;0.66
20170601;BGI;K18 ;0.0;0.0;58;0.0;0.0;0.0;0.0;134.6;135.5;297.0;0.9
20170601;BGI;M17 ;170766.38;52588.81;1629;129.3;128.11;129.3;128.12;128.2;129.0;264.0;0.8
20170601;BGI;N17 ;17104.32;5267.41;340;130.0;128.65;130.15;128.65;129.4;130.56;382.8;1.16
20170601;BGI;Q17 ;31836.65;9804.34;277;131.0;129.99;131.5;129.99;129.99;131.75;580.8;1.76
20170601;BGI;U17 ;1304.09;401.6;47;132.0;131.59;132.0;131.59;131.51;132.14;207.9;0.63
20170601;BGI;V17 ;504958.17;155505.72;4719;132.75;131.49;133.06;131.81;131.97;132.6;207.9;0.63
20170601;BGI;V18 ;0.0;0.0;65;0.0;0.0;0.0;0.0;140.65;141.55;297.0;0.9
20170601;BGI;X17 ;0.0;0.0;58;0.0;0.0;0.0;0.0;132.64;133.27;207.9;0.63
20170601;BGI;Z17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;133.06;133.69;207.9;0.63
20170123;BGI;F17 ;119226.95;37548.25;908;147.15;147.0;147.63;147.3;147.32;147.35;9.9;0.03
20170123;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;145.72;144.94;0.0;0.78
20170123;BGI;G17 ;23083.0;7269.55;143;145.4;145.4;146.0;145.95;145.8;145.4;132.0;0.4
20170123;BGI;H17 ;0.0;0.0;56;0.0;0.0;0.0;0.0;144.23;144.08;49.5;0.15
20170123;BGI;J17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;143.61;143.46;49.5;0.15
20170123;BGI;K17 ;236973.62;74630.31;2883;141.4;141.1;142.19;142.0;141.85;141.52;108.9;0.33
20170123;BGI;M17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;142.84;142.48;118.8;0.36
20170123;BGI;N17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;143.71;143.33;0.0;0.38
20170123;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;144.62;144.26;0.0;0.36
20170123;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;145.45;145.1;0.0;0.35
20170123;BGI;V17 ;15470.96;4872.28;1234;146.1;146.1;146.7;146.7;146.28;145.94;112.2;0.34
20170123;BGI;X17 ;483.78;152.36;76;146.6;146.6;146.6;146.6;145.7;145.36;112.2;0.34
20170123;BGI;Z17 ;0.0;0.0;87;0.0;0.0;0.0;0.0;146.22;145.44;257.4;0.78
20170209;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;144.65;144.08;0.0;0.57
20170209;BGI;G17 ;34170.93;10918.63;382;143.75;143.7;143.99;143.99;144.23;143.7;174.9;0.53
20170209;BGI;H17 ;27205.2;8692.87;329;142.0;142.0;142.32;142.32;142.32;141.81;168.3;0.51
20170209;BGI;J17 ;0.0;0.0;18;0.0;0.0;0.0;0.0;141.73;140.9;273.9;0.83
20170209;BGI;K17 ;558575.88;178481.56;4117;139.55;139.55;140.7;140.7;140.58;139.76;270.6;0.82
20170209;BGI;M17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;141.53;140.7;273.9;0.83
20170209;BGI;N17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;142.38;141.53;0.0;0.85
20170209;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;143.3;142.39;0.0;0.91
20170209;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;144.09;143.13;0.0;0.96
20170209;BGI;V17 ;17617.44;5629.29;1678;143.9;143.9;144.5;144.5;144.9;143.9;330.0;1.0
20170209;BGI;X17 ;0.0;0.0;77;0.0;0.0;0.0;0.0;145.6;144.6;330.0;1.0
20170209;BGI;Z17 ;0.0;0.0;87;0.0;0.0;0.0;0.0;144.95;144.38;188.1;0.57
20170109;BGI;F17 ;93027.69;29119.38;1317;149.27;149.05;149.4;149.1;149.1;149.25;49.5;0.15
20170109;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;147.92;148.88;0.0;0.96
20170109;BGI;G17 ;28203.78;8828.3;62;147.5;147.2;147.5;147.4;147.4;146.89;168.3;0.51
20170109;BGI;H17 ;0.0;0.0;52;0.0;0.0;0.0;0.0;146.69;146.96;89.1;0.27
20170109;BGI;J17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;145.82;146.08;85.8;0.26
20170109;BGI;K17 ;222522.63;69653.69;1640;145.98;144.5;145.98;144.52;144.52;144.9;125.4;0.38
20170109;BGI;V17 ;68470.01;21432.38;680;149.9;149.0;149.94;149.0;149.0;149.96;316.8;0.96
20170109;BGI;X17 ;0.0;0.0;76;0.0;0.0;0.0;0.0;148.42;149.38;316.8;0.96
20170109;BGI;Z17 ;0.0;0.0;87;0.0;0.0;0.0;0.0;148.42;149.38;316.8;0.96
20170630;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;123.25;123.23;0.0;0.02
20170630;BGI;K18 ;0.0;0.0;70;0.0;0.0;0.0;0.0;125.94;126.01;23.1;0.07
20170630;BGI;M17 ;68212.12;20623.47;1116;127.75;127.55;127.75;127.6;127.48;127.89;135.3;0.41
20170630;BGI;N17 ;13033.44;3940.57;709;123.3;123.3;123.98;123.5;123.63;123.52;36.3;0.11
20170630;BGI;Q17 ;4075.5;1232.2;354;123.5;123.5;123.5;123.5;124.06;123.95;36.3;0.11
20170630;BGI;U17 ;1226.11;370.71;100;123.85;123.85;123.85;123.85;123.96;123.85;36.3;0.11
20170630;BGI;V17 ;102635.51;31031.14;4255;124.21;124.0;124.6;124.5;124.58;124.47;36.3;0.11
20170630;BGI;V18 ;0.0;0.0;40;0.0;0.0;0.0;0.0;130.81;130.88;23.1;0.07
20170630;BGI;X17 ;0.0;0.0;69;0.0;0.0;0.0;0.0;125.24;125.13;36.3;0.11
20170630;BGI;Z17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;125.65;125.54;36.3;0.11
20170417;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;142.45;141.95;0.0;0.5
20170417;BGI;J17 ;33591.78;10832.21;311;137.94;137.3;137.94;137.8;137.7;136.95;247.5;0.75
20170417;BGI;K17 ;508026.12;163821.26;5172;136.68;136.33;137.3;137.29;137.26;136.14;369.6;1.12
20170417;BGI;M17 ;0.0;0.0;4;0.0;0.0;0.0;0.0;137.66;136.7;316.8;0.96
20170417;BGI;N17 ;0.0;0.0;11;0.0;0.0;0.0;0.0;139.29;138.48;267.3;0.81
20170417;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;140.33;139.69;0.0;0.64
20170417;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;141.2;140.73;0.0;0.47
20170417;BGI;V17 ;55828.9;18002.93;1951;142.69;142.0;142.69;142.11;142.11;141.8;102.3;0.31
20170417;BGI;X17 ;470.41;151.69;44;142.55;142.55;142.55;142.55;142.75;142.25;165.0;0.5
20170417;BGI;Z17 ;0.0;0.0;38;0.0;0.0;0.0;0.0;143.19;142.69;165.0;0.5
20170609;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;127.05;127.64;0.0;0.59
20170609;BGI;K18 ;0.0;0.0;58;0.0;0.0;0.0;0.0;130.31;130.92;201.3;0.61
20170609;BGI;M17 ;18311.13;5582.49;670;126.0;126.0;126.2;126.1;126.1;126.6;165.0;0.5
20170609;BGI;N17 ;34030.72;10374.9;609;125.88;125.41;126.0;125.5;125.75;126.57;270.6;0.82
20170609;BGI;Q17 ;0.0;0.0;340;0.0;0.0;0.0;0.0;126.16;126.75;194.7;0.59
20170609;BGI;U17 ;18859.5;5749.67;51;127.0;127.0;127.0;127.0;127.32;127.92;198.0;0.6
20170609;BGI;V17 ;665107.54;202770.51;5405;128.45;127.71;128.57;128.0;127.97;128.57;198.0;0.6
20170609;BGI;V18 ;0.0;0.0;90;0.0;0.0;0.0;0.0;136.15;136.79;211.2;0.64
20170609;BGI;X17 ;0.0;0.0;68;0.0;0.0;0.0;0.0;128.65;129.25;198.0;0.6
20170609;BGI;Z17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;129.06;129.66;198.0;0.6
20170525;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;131.48;131.16;0.0;0.32
20170525;BGI;K17 ;189152.53;57561.4;2725;133.41;133.35;133.89;133.68;133.63;133.5;42.9;0.13
20170525;BGI;K18 ;22721.09;6914.3;53;135.0;135.0;135.18;135.18;135.5;135.17;108.9;0.33
20170525;BGI;M17 ;74742.85;22745.15;1728;129.5;128.78;129.9;129.71;129.71;129.15;184.8;0.56
20170525;BGI;N17 ;54901.34;16707.14;304;129.81;129.0;130.1;130.05;130.67;130.45;72.6;0.22
20170525;BGI;Q17 ;2158.2;656.77;247;130.5;130.5;131.0;131.0;131.25;130.64;201.3;0.61
20170525;BGI;U17 ;866.18;263.59;5;131.23;131.23;131.25;131.25;131.55;131.23;105.6;0.32
20170525;BGI;V17 ;405490.76;123395.75;4063;131.89;131.2;132.01;132.01;132.01;131.69;105.6;0.32
20170525;BGI;V18 ;0.0;0.0;65;0.0;0.0;0.0;0.0;141.91;141.56;115.5;0.35
20170525;BGI;X17 ;436.92;132.96;57;132.4;132.4;132.4;132.4;132.68;132.36;105.6;0.32
20170525;BGI;Z17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;133.1;132.77;108.9;0.33
20170403;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;137.24;138.9;0.0;1.66
20170403;BGI;J17 ;14163.76;4550.9;229;134.5;133.7;134.5;134.0;134.87;135.71;277.2;0.84
20170403;BGI;K17 ;361882.75;116275.02;4456;133.5;131.75;133.5;132.38;132.38;133.2;270.6;0.82
20170403;BGI;M17 ;0.0;0.0;4;0.0;0.0;0.0;0.0;133.56;134.56;330.0;1.0
20170403;BGI;N17 ;0.0;0.0;11;0.0;0.0;0.0;0.0;134.64;135.8;382.8;1.16
20170403;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;135.77;137.1;0.0;1.33
20170403;BGI;U17 ;455.4;146.32;0;138.0;138.0;138.0;138.0;136.78;138.27;491.7;1.49
20170403;BGI;V17 ;212355.03;68230.9;1827;138.9;137.98;139.05;138.0;137.83;139.5;551.1;1.67
20170403;BGI;X17 ;458.7;147.38;11;139.0;139.0;139.0;139.0;138.25;139.45;396.0;1.2
20170403;BGI;Z17 ;0.0;0.0;38;0.0;0.0;0.0;0.0;138.0;139.62;534.6;1.62
20170629;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;123.23;123.0;0.0;0.23
20170629;BGI;K18 ;10377.67;3142.46;93;125.79;125.79;125.79;125.79;126.01;125.79;72.6;0.22
20170629;BGI;M17 ;101668.71;30786.31;1043;127.6;127.35;127.99;127.85;127.89;127.71;59.4;0.18
20170629;BGI;N17 ;59409.63;17989.83;664;123.5;122.8;124.0;123.49;123.52;123.35;56.1;0.17
20170629;BGI;Q17 ;408.54;123.71;354;123.8;123.8;123.8;123.8;123.95;123.7;82.5;0.25
20170629;BGI;U17 ;409.2;123.91;100;124.0;124.0;124.0;124.0;123.85;123.6;82.5;0.25
20170629;BGI;V17 ;455885.89;138046.84;4344;124.0;123.85;124.9;124.46;124.47;124.22;82.5;0.25
20170629;BGI;V18 ;10783.57;3265.37;34;130.71;130.71;130.71;130.71;130.88;130.71;56.1;0.17
20170629;BGI;X17 ;0.0;0.0;69;0.0;0.0;0.0;0.0;125.13;124.88;82.5;0.25
20170629;BGI;Z17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;125.54;125.29;82.5;0.25
20170330;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;139.53;140.43;0.0;0.9
20170330;BGI;H17 ;101545.42;32391.92;1184;140.88;140.15;140.95;140.75;140.75;139.5;412.5;1.25
20170330;BGI;J17 ;904.46;288.51;233;137.1;136.98;137.1;136.98;136.48;137.82;442.2;1.34
20170330;BGI;K17 ;1397635.14;445830.85;4910;135.28;133.77;136.0;133.9;133.96;135.28;435.6;1.32
20170330;BGI;M17 ;0.0;0.0;4;0.0;0.0;0.0;0.0;135.29;136.45;382.8;1.16
20170330;BGI;N17 ;905.22;288.76;12;137.51;136.8;137.51;136.8;136.51;137.51;330.0;1.0
20170330;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;137.79;138.61;0.0;0.82
20170330;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;138.93;139.59;0.0;0.66
20170330;BGI;V17 ;265264.69;84616.64;1706;140.69;139.75;141.38;140.0;140.13;140.61;158.4;0.48
20170330;BGI;X17 ;1388.7;442.98;12;140.56;139.7;140.56;139.7;140.08;140.56;158.4;0.48
20170330;BGI;Z17 ;0.0;0.0;38;0.0;0.0;0.0;0.0;140.25;140.73;158.4;0.48
20170717;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;126.7;126.83;0.0;0.13
20170717;BGI;K18 ;427.35;134.29;93;129.5;129.5;129.5;129.5;129.18;129.08;33.0;0.1
20170717;BGI;N17 ;107505.68;33781.32;912;123.75;123.05;123.75;123.3;123.38;123.62;79.2;0.24
20170717;BGI;Q17 ;1249.51;392.63;353;126.4;125.85;126.4;125.85;126.09;126.39;99.0;0.3
20170717;BGI;U17 ;844.47;265.36;132;128.0;127.9;128.0;127.9;127.68;128.05;122.1;0.37
20170717;BGI;V17 ;257183.85;80814.43;4245;128.94;128.49;129.13;128.8;128.83;129.2;122.1;0.37
20170717;BGI;V18 ;443.85;139.47;51;134.5;134.5;134.5;134.5;134.35;134.55;66.0;0.2
20170717;BGI;X17 ;851.3;267.5;108;129.25;128.72;129.25;128.72;128.91;129.28;122.1;0.37
20170717;BGI;Z17 ;425.7;133.77;3;129.0;129.0;129.0;129.0;129.33;129.7;122.1;0.37
20170824;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;137.55;136.28;419.1;1.27
20170824;BGI;K18 ;20961.27;6677.9;275;138.6;138.0;138.6;138.1;139.69;138.78;300.3;0.91
20170824;BGI;Q17 ;83792.31;26694.8;793;138.5;138.5;139.15;139.15;139.08;137.85;405.9;1.23
20170824;BGI;U17 ;53704.62;17109.38;705;139.0;138.8;139.95;139.95;139.4;138.3;363.0;1.1
20170824;BGI;V17 ;912815.73;290807.52;7799;138.15;138.15;139.95;139.1;139.1;138.2;297.0;0.9
20170824;BGI;V18 ;0.0;0.0;194;0.0;0.0;0.0;0.0;143.38;143.57;62.7;0.19
20170824;BGI;X17 ;9429.05;3003.93;404;136.68;136.0;136.68;136.53;137.38;135.67;564.3;1.71
20170824;BGI;Z17 ;0.0;0.0;11;0.0;0.0;0.0;0.0;140.15;139.24;300.3;0.91
20170113;BGI;F17 ;80921.31;25244.52;1130;148.9;148.45;148.9;148.75;148.72;148.92;66.0;0.2
20170113;BGI;F18 ;0.0;0.0;0;0.0;0.0;0.0;0.0;147.02;146.92;0.0;0.1
20170113;BGI;G17 ;2422.13;755.62;93;146.79;146.79;146.8;146.8;146.5;146.72;72.6;0.22
20170113;BGI;H17 ;0.0;0.0;52;0.0;0.0;0.0;0.0;145.97;146.03;19.8;0.06
20170113;BGI;J17 ;0.0;0.0;2;0.0;0.0;0.0;0.0;145.1;145.16;19.8;0.06
20170113;BGI;K17 ;99176.78;30939.57;1950;143.2;143.0;143.39;143.13;143.45;143.38;23.1;0.07
20170113;BGI;M17 ;0.0;0.0;3;0.0;0.0;0.0;0.0;144.49;144.41;26.4;0.08
20170113;BGI;N17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;145.35;145.32;0.0;0.03
20170113;BGI;Q17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;146.33;146.27;0.0;0.06
20170113;BGI;U17 ;0.0;0.0;0;0.0;0.0;0.0;0.0;147.22;147.13;0.0;0.09
20170113;BGI;V17 ;106474.5;33216.19;910;148.0;148.0;148.1;148.0;148.1;148.0;33.0;0.1
20170113;BGI;X17 ;0.0;0.0;76;0.0;0.0;0.0;0.0;147.52;147.42;33.0;0.1
20170113;BGI;Z17 ;0.0;0.0;87;0.0;0.0;0.0;0.0;147.52;147.42;33.0;0.1
