Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170818;AUD;*;U17 ;0000000000000;0000000000000;00000352;00000000;00000000;00000000;00000000;0000025027630;0000025161490;0000000080316;00133860;
20170818;AUD;*;V17 ;0000052237368;0000016502612;00001191;02525000;02514500;02525000;02514500;0000025137110;0000025267010;0000000077940;00129900;
20170818;AUD;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000025243910;0000025374420;0000000078306;00130510;
20170818;BGI;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000013909;0000000013826;0000000027390;00000083;
20170818;BGI;*;K18 ;0000000514404;0000000163469;00000223;00014168;00014150;00014185;00014150;0000000014206;0000000014104;0000000033660;00000102;
20170818;BGI;*;Q17 ;0000006892380;0000002190282;00000984;00013700;00013700;00013750;00013750;0000000013675;0000000013625;0000000016500;00000050;
20170818;BGI;*;U17 ;0000005931598;0000001884962;00000478;00014051;00014050;00014199;00014175;0000000014125;0000000014105;0000000006600;00000020;
20170818;BGI;*;V17 ;0000116262692;0000036946324;00008234;00014130;00014113;00014290;00014170;0000000014181;0000000014114;0000000022110;00000067;
20170818;BGI;*;V18 ;0000000962544;0000000305880;00000183;00014584;00014584;00014584;00014584;0000000014609;0000000014508;0000000033330;00000101;
20170818;BGI;*;X17 ;0000002267878;0000000720693;00000351;00014020;00013990;00014096;00014000;0000000013975;0000000013975;0000000000000;00000000;
20170818;BGI;*;Z17 ;0000000185463;0000000058937;00000005;00014033;00014033;00014090;00014045;0000000014167;0000000014100;0000000022110;00000067;
20170818;BRI;*;V17 ;0000002086330;0000000659105;00000868;00011501;00011501;00011596;00011596;0000000011593;0000000011471;0000000122000;00000122;
20170818;BRI;*;Z17 ;0000000000000;0000000000000;00000430;00000000;00000000;00000000;00000000;0000000011729;0000000011606;0000000123000;00000123;
20170818;BSE;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031626;0000000031905;0000000020925;00000279;
20170818;BSE;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031845;0000000032126;0000000021075;00000281;
20170818;CAD;*;U17 ;0000011739084;0000003708563;00000312;02508300;02508300;02508400;02508400;0000025088950;0000025163120;0000000044502;00074170;
20170818;CAD;*;V17 ;0000013622580;0000004303589;00000985;02522700;02522700;02522700;02522700;0000025215690;0000025288160;0000000043482;00072470;
20170818;CAD;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000025341240;0000025415090;0000000044310;00073850;
20170818;CCM;*;F18 ;0000003948057;0000001254626;00003098;00003100;00003100;00003140;00003117;0000000003128;0000000003102;0000000011700;00000026;
20170818;CCM;*;H18 ;0000001776856;0000000564655;00000879;00003200;00003180;00003219;00003219;0000000003219;0000000003178;0000000018450;00000041;
20170818;CCM;*;K18 ;0000000085846;0000000027280;00000209;00003194;00003150;00003194;00003150;0000000003169;0000000003168;0000000000450;00000001;
20170818;CCM;*;N18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000003148;0000000003133;0000000006750;00000015;
20170818;CCM;*;U17 ;0000041296306;0000013123270;00015759;00002820;00002820;00002890;00002871;0000000002863;0000000002818;0000000020250;00000045;
20170818;CCM;*;U18 ;0000000418500;0000000132992;00000124;00003100;00003100;00003100;00003100;0000000003129;0000000003100;0000000013050;00000029;
20170818;CCM;*;X17 ;0000012701866;0000004036439;00004923;00002948;00002920;00002969;00002969;0000000002965;0000000002913;0000000023400;00000052;
20170818;CCM;*;X18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000003201;0000000003171;0000000013500;00000030;
20170818;CHF;*;U17 ;0000000000000;0000000000000;00000595;00000000;00000000;00000000;00000000;0000032729810;0000033125770;0000000197980;00395960;
20170818;CHF;*;V17 ;0000000000000;0000000000000;00000011;00000000;00000000;00000000;00000000;0000032939770;0000033348430;0000000204330;00408660;
20170818;CHF;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000033158350;0000033570000;0000000205825;00411650;
20170818;CLP;*;U17 ;0000011871345;0000003750346;00000522;04895400;04895400;04895400;04895400;0000048787000;0000049277000;0000000122500;00490000;
20170818;CLP;*;V17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000048972000;0000049479000;0000000126750;00507000;
20170818;CLP;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000049164000;0000049675000;0000000127750;00511000;
20170818;CLP;*;Z17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000049341000;0000049838000;0000000124250;00497000;
20170818;CNY;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000047258800;0000047651930;0000000137595;00393130;
20170818;CNY;*;V17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000047377000;0000047778580;0000000140553;00401580;
20170818;CNY;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000047493340;0000047889970;0000000138820;00396630;
20170818;CR1;*;U7Z7;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000000000;0000000000000;0000000000000;00000000;
20170818;DAP;*;F18 ;0000062887660;0000019867208;00046320;00000295;00000290;00000297;00000297;0000009884531;0000009884832;0000000000364;00000301;
20170818;DAP;*;F19 ;0000000000000;0000000000000;00000200;00000000;00000000;00000000;00000000;0000009529601;0000009515231;0000000017414;00014370;
20170818;DAP;*;K19 ;0000498961425;0000157629818;00062375;00000356;00000349;00000356;00000351;0000009428876;0000009417659;0000000013593;00011217;
