Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170131;AUD;*;G17 ;0000000000000;0000000000000;00000092;00000000;00000000;00000000;00000000;0000023738620;0000023546320;0000000115380;00192300;
20170131;AUD;*;H17 ;0000020813580;0000006656086;00001079;02367100;02367100;02402100;02402100;0000024033200;0000023710960;0000000193344;00322240;
20170131;AUD;*;J17 ;0000002180460;0000000697301;00000867;02421500;02421500;02425200;02425200;0000024224470;0000023903130;0000000192804;00321340;
20170131;BGI;*;F17 ;0000005059065;0000001606511;00000775;00014592;00014592;00014611;00014600;0000000014599;0000000014625;0000000008580;00000026;
20170131;BGI;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014440;0000000014380;0000000000000;00000060;
20170131;BGI;*;G17 ;0000003846631;0000001221502;00000242;00014353;00014305;00014434;00014434;0000000014470;0000000014450;0000000006600;00000020;
20170131;BGI;*;H17 ;0000005096718;0000001618468;00000199;00014290;00014290;00014310;00014310;0000000014351;0000000014300;0000000016830;00000051;
20170131;BGI;*;J17 ;0000000000000;0000000000000;00000018;00000000;00000000;00000000;00000000;0000000014235;0000000014195;0000000013200;00000040;
20170131;BGI;*;K17 ;0000086856973;0000027581523;00003652;00014060;00013982;00014150;00014120;0000000014120;0000000014061;0000000019470;00000059;
20170131;BGI;*;M17 ;0000000000000;0000000000000;00000003;00000000;00000000;00000000;00000000;0000000014198;0000000014137;0000000020130;00000061;
20170131;BGI;*;N17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014265;0000000014204;0000000000000;00000061;
20170131;BGI;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014335;0000000014275;0000000000000;00000060;
20170131;BGI;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014398;0000000014337;0000000000000;00000061;
20170131;BGI;*;V17 ;0000022095249;0000007016369;00001590;00014435;00014370;00014500;00014485;0000000014460;0000000014400;0000000019800;00000060;
20170131;BGI;*;X17 ;0000000000000;0000000000000;00000077;00000000;00000000;00000000;00000000;0000000014425;0000000014365;0000000019800;00000060;
