Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170410;AUD;*;K17 ;0000008081460;0000002572976;00001246;02363000;02363000;02363000;02363000;0000023620460;0000023737620;0000000070296;00117160;
20170410;AUD;*;M17 ;0000020680452;0000006584244;00000545;02377200;02374800;02377200;02374800;0000023780100;0000023901700;0000000072960;00121600;
20170410;AUD;*;N17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000023926810;0000024051960;0000000000000;00125150;
20170410;BGI;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014200;0000000014115;0000000000000;00000085;
20170410;BGI;*;J17 ;0000000807823;0000000257835;00000233;00013595;00013595;00013600;00013600;0000000013649;0000000013570;0000000026070;00000079;
20170410;BGI;*;K17 ;0000036325509;0000011594111;00004745;00013530;00013530;00013624;00013600;0000000013604;0000000013525;0000000026070;00000079;
20170410;BGI;*;M17 ;0000000000000;0000000000000;00000004;00000000;00000000;00000000;00000000;0000000013729;0000000013649;0000000026400;00000080;
20170410;BGI;*;N17 ;0000000000000;0000000000000;00000011;00000000;00000000;00000000;00000000;0000000013843;0000000013761;0000000027060;00000082;
20170410;BGI;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000013967;0000000013877;0000000000000;00000090;
20170410;BGI;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000014074;0000000013981;0000000000000;00000093;
20170410;BGI;*;V17 ;0000008650946;0000002761146;00001989;00014090;00014090;00014200;00014200;0000000014185;0000000014090;0000000031350;00000095;
20170410;BGI;*;X17 ;0000002153213;0000000687247;00000029;00014178;00014120;00014229;00014229;0000000014230;0000000014145;0000000028050;00000085;
20170410;BGI;*;Z17 ;0000000000000;0000000000000;00000038;00000000;00000000;00000000;00000000;0000000014230;0000000014145;0000000028050;00000085;
20170410;BRI;*;M17 ;0000000438680;0000000139667;00000691;00010967;00010967;00010967;00010967;0000000010967;0000000010959;0000000008000;00000008;
20170410;BRI;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000011136;0000000011130;0000000000000;00000006;
20170410;BSE;*;J17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000029700;0000000029853;0000000000000;00000153;
20170410;BSE;*;K17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000029905;0000000030060;0000000000000;00000155;
20170410;CAD;*;K17 ;0000008084700;0000002574007;00001243;02363000;02363000;02364000;02364000;0000023633060;0000023604920;0000000016884;00028140;
20170410;CAD;*;M17 ;0000000000000;0000000000000;00000405;00000000;00000000;00000000;00000000;0000023818880;0000023789040;0000000017904;00029840;
20170410;CAD;*;N17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000023988440;0000023959560;0000000000000;00028880;
20170410;CCM;*;F18 ;0000000279445;0000000089191;00000208;00002956;00002956;00002960;00002960;0000000002968;0000000002942;0000000011700;00000026;
20170410;CCM;*;H18 ;0000000013441;0000000004290;00000137;00002987;00002987;00002987;00002987;0000000002983;0000000002957;0000000011700;00000026;
20170410;CCM;*;K17 ;0000010245960;0000003270231;00006165;00002717;00002705;00002747;00002742;0000000002742;0000000002709;0000000014850;00000033;
20170410;CCM;*;K18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000002704;0000000002681;0000000000000;00000023;
