Data;Código do Contrato;Pregão;Vencimento;Volume(R$);Volume(U$);Número de contas em Aberto;Preço de Abertura;Preço Mínimo;Preço Máximo;Último Preço;Preço de Ajuste Atual; Preço de Ajuste Anterior;Valor de Ajuste por Contrato;Variação
20170823;AUD;*;U17 ;0000037785786;0000011969269;00000352;02509600;02486600;02509600;02486600;0000024854580;0000025060240;0000000123396;00205660;
20170823;AUD;*;V17 ;0000001495980;0000000473876;00001500;02493300;02493300;02493300;02493300;0000024954160;0000025159510;0000000123210;00205350;
20170823;AUD;*;X17 ;0000000000000;0000000000000;00000011;00000000;00000000;00000000;00000000;0000025057560;0000025264330;0000000124062;00206770;
20170823;BGI;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000013628;0000000013745;0000000038610;00000117;
20170823;BGI;*;K18 ;0000000045549;0000000014469;00000275;00013803;00013803;00013803;00013803;0000000013878;0000000014030;0000000050160;00000152;
20170823;BGI;*;Q17 ;0000008608700;0000002734570;00000771;00013800;00013770;00013850;00013800;0000000013785;0000000013870;0000000028050;00000085;
20170823;BGI;*;U17 ;0000006231561;0000001979467;00000669;00013900;00013848;00013959;00013898;0000000013830;0000000013915;0000000028050;00000085;
20170823;BGI;*;V17 ;0000109707767;0000034848883;00008070;00013901;00013782;00013950;00013840;0000000013820;0000000013905;0000000028050;00000085;
20170823;BGI;*;V18 ;0000000047190;0000000014990;00000193;00014300;00014300;00014300;00014300;0000000014357;0000000014536;0000000059070;00000179;
20170823;BGI;*;X17 ;0000001297398;0000000412121;00000407;00013685;00013506;00013685;00013630;0000000013567;0000000013650;0000000027390;00000083;
20170823;BGI;*;Z17 ;0000000365590;0000000116130;00000008;00013870;00013800;00013870;00013835;0000000013924;0000000014010;0000000028380;00000086;
20170823;BRI;*;V17 ;0000000356250;0000000112848;00000842;00011875;00011875;00011875;00011875;0000000011875;0000000011793;0000000082000;00000082;
20170823;BRI;*;Z17 ;0000000000000;0000000000000;00000430;00000000;00000000;00000000;00000000;0000000012013;0000000011931;0000000082000;00000082;
20170823;BSE;*;Q17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031630;0000000031361;0000000020175;00000269;
20170823;BSE;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000031849;0000000031578;0000000020325;00000271;
20170823;CAD;*;U17 ;0000000000000;0000000000000;00000312;00000000;00000000;00000000;00000000;0000025062210;0000025229500;0000000100374;00167290;
20170823;CAD;*;V17 ;0000001509660;0000000478210;00000985;02516100;02516100;02516100;02516100;0000025180780;0000025348150;0000000100422;00167370;
20170823;CAD;*;X17 ;0000000000000;0000000000000;00000005;00000000;00000000;00000000;00000000;0000025303250;0000025471740;0000000101094;00168490;
20170823;CCM;*;F18 ;0000004147996;0000001317619;00003087;00003025;00003000;00003040;00003001;0000000003002;0000000003023;0000000009450;00000021;
20170823;CCM;*;H18 ;0000000592470;0000000188199;00000999;00003135;00003120;00003142;00003120;0000000003147;0000000003137;0000000004500;00000010;
20170823;CCM;*;K18 ;0000000440721;0000000139996;00000215;00003161;00003150;00003161;00003150;0000000003165;0000000003155;0000000004500;00000010;
20170823;CCM;*;N18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000003091;0000000003119;0000000012600;00000028;
20170823;CCM;*;U17 ;0000018759019;0000005958838;00015563;00002785;00002740;00002790;00002761;0000000002765;0000000002797;0000000014400;00000032;
20170823;CCM;*;U18 ;0000000340875;0000000108280;00000118;00003030;00003030;00003030;00003030;0000000003020;0000000003085;0000000029250;00000065;
20170823;CCM;*;X17 ;0000007185910;0000002282618;00004963;00002840;00002840;00002890;00002885;0000000002878;0000000002910;0000000014400;00000032;
20170823;CCM;*;X18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000000003089;0000000003156;0000000030150;00000067;
20170823;CHF;*;U17 ;0000000000000;0000000000000;00000595;00000000;00000000;00000000;00000000;0000032589700;0000032748430;0000000079365;00158730;
20170823;CHF;*;V17 ;0000000000000;0000000000000;00000011;00000000;00000000;00000000;00000000;0000032790990;0000032955140;0000000082075;00164150;
20170823;CHF;*;X17 ;0000001818245;0000000575959;00000000;03305900;03305900;03305900;03305900;0000033008770;0000033174390;0000000082810;00165620;
20170823;CLP;*;U17 ;0000000000000;0000000000000;00000425;00000000;00000000;00000000;00000000;0000049063000;0000049444000;0000000095250;00381000;
20170823;CLP;*;V17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000049283000;0000049648000;0000000091250;00365000;
20170823;CLP;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000049488000;0000049850000;0000000090500;00362000;
20170823;CLP;*;Z17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000049664000;0000050022000;0000000089500;00358000;
20170823;CNY;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000047192390;0000047557110;0000000127652;00364720;
20170823;CNY;*;V17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000047334510;0000047717950;0000000134204;00383440;
20170823;CNY;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000047461040;0000047861910;0000000140304;00400870;
20170823;CR1;*;U7Z7;0000000000000;0000000000000;00000000;00000510;00000480;00000510;00000495;0000000000000;0000000000000;0000000000000;00000000;
20170823;DAP;*;F18 ;0000156339026;0000049522958;00046825;00000300;00000300;00000327;00000327;0000009876909;0000009887873;0000000013296;00010964;
20170823;DAP;*;F19 ;0000000000000;0000000000000;00000200;00000000;00000000;00000000;00000000;0000009527201;0000009531961;0000000005772;00004760;
20170823;DAP;*;K19 ;0000155469246;0000049247441;00062550;00000351;00000351;00000354;00000352;0000009428074;0000009430886;0000000003410;00002812;
20170823;DAP;*;K21 ;0000000000000;0000000000000;00037494;00000000;00000000;00000000;00000000;0000008502213;0000008495605;0000000008013;00006608;
20170823;DAP;*;K23 ;0000011090551;0000003513114;00013525;00000489;00000489;00000489;00000489;0000007612758;0000007595609;0000000020796;00017149;
20170823;DAP;*;Q18 ;0001395859164;0000442161349;00100960;00000337;00000337;00000347;00000346;0000009676014;0000009683011;0000000008485;00006997;
20170823;DAP;*;Q20 ;0000017117171;0000005422145;00017180;00000432;00000432;00000432;00000432;0000008821720;0000008823682;0000000002379;00001962;
20170823;DAP;*;Q22 ;0000153032537;0000048475573;00025715;00000480;00000477;00000481;00000477;0000007939240;0000007923607;0000000018958;00015633;
20170823;DAP;*;Q24 ;0000008664829;0000002744727;00009495;00000496;00000496;00000496;00000496;0000007135536;0000007116054;0000000023626;00019482;
20170823;DAP;*;Q26 ;0000007017308;0000002222848;00004306;00000506;00000506;00000506;00000506;0000006440346;0000006417859;0000000027270;00022487;
20170823;DAP;*;Q30 ;0000000000000;0000000000000;00000335;00000000;00000000;00000000;00000000;0000005181744;0000005174886;0000000008316;00006858;
20170823;DAP;*;U17 ;0000000000000;0000000000000;00001500;00000000;00000000;00000000;00000000;0000009971486;0000009995683;0000000029344;00024197;
20170823;DAP;*;V17 ;0000024109850;0000007637192;00000930;00000427;00000427;00000427;00000427;0000009943581;0000009974608;0000000037626;00031027;
20170823;DAP;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009924659;0000009942373;0000000021482;00017714;
20170823;DCO;*;F18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009864008;0000009944002;0000000126146;00079994;
20170823;DCO;*;F19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009592132;0000009661615;0000000109571;00069483;
20170823;DCO;*;F20 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009286244;0000009333140;0000000073952;00046896;
20170823;DCO;*;F21 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008923724;0000008959012;0000000055647;00035288;
20170823;DCO;*;F22 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008537122;0000008561884;0000000039048;00024762;
20170823;DCO;*;F23 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008151277;0000008190275;0000000061497;00038998;
20170823;DCO;*;F24 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000007745812;0000007774702;0000000045558;00028890;
20170823;DCO;*;F25 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000007328644;0000007344342;0000000024754;00015698;
20170823;DCO;*;F26 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000006943070;0000006952319;0000000014585;00009249;
20170823;DCO;*;F27 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000006547056;0000006557299;0000000016152;00010243;
20170823;DCO;*;F28 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000006195744;0000006198603;0000000004508;00002859;
20170823;DCO;*;F29 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000005855468;0000005858866;0000000005358;00003398;
20170823;DCO;*;F30 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000005535783;0000005539537;0000000005919;00003754;
20170823;DCO;*;G18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009846687;0000009925836;0000000124814;00079149;
20170823;DCO;*;H18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009827285;0000009906798;0000000125388;00079513;
20170823;DCO;*;J18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009805892;0000009884245;0000000123558;00078353;
20170823;DCO;*;J19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009521104;0000009582409;0000000096674;00061305;
20170823;DCO;*;J20 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009201852;0000009243806;0000000066159;00041954;
20170823;DCO;*;J21 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008833409;0000008866142;0000000051618;00032733;
20170823;DCO;*;J22 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008452006;0000008478679;0000000042061;00026673;
20170823;DCO;*;K18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009783587;0000009861446;0000000122779;00077859;
20170823;DCO;*;M18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009759938;0000009837688;0000000122607;00077750;
20170823;DCO;*;N18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009739195;0000009815497;0000000120324;00076302;
20170823;DCO;*;N19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009445784;0000009504062;0000000091901;00058278;
20170823;DCO;*;N20 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009105678;0000009150404;0000000070530;00044726;
20170823;DCO;*;N21 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008732845;0000008762408;0000000046619;00029563;
20170823;DCO;*;N22 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008347350;0000008382670;0000000055697;00035320;
20170823;DCO;*;Q18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009715810;0000009791512;0000000119378;00075702;
20170823;DCO;*;U17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009943150;0000010024708;0000000128612;00081558;
20170823;DCO;*;V17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009922276;0000010003900;0000000128716;00081624;
20170823;DCO;*;V18 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009668001;0000009741779;0000000116344;00073778;
20170823;DCO;*;V19 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009369547;0000009424716;0000000086998;00055169;
20170823;DCO;*;V20 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009013870;0000009053145;0000000061934;00039275;
20170823;DCO;*;V21 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000008648649;0000008677733;0000000045864;00029084;
20170823;DCO;*;X17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009902951;0000009984446;0000000128513;00081495;
20170823;DCO;*;Z17 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000009884136;0000009964918;0000000127389;00080782;
20170823;DDI;*;F18 ;0000000000000;0000000000000;00428320;00000000;00000000;00000000;00000000;0000009864365;0000009944366;0000000126157;00080001;
20170823;DDI;*;F19 ;0000000000000;0000000000000;00170370;00000000;00000000;00000000;00000000;0000009593402;0000009662907;0000000109605;00069505;
20170823;DDI;*;F20 ;0000000000000;0000000000000;00102984;00000000;00000000;00000000;00000000;0000009288309;0000009335231;0000000073993;00046922;
20170823;DDI;*;F21 ;0000000000000;0000000000000;00096267;00000000;00000000;00000000;00000000;0000008926446;0000008961762;0000000055691;00035316;
20170823;DDI;*;F22 ;0000000000000;0000000000000;00034884;00000000;00000000;00000000;00000000;0000008540350;0000008565139;0000000039091;00024789;
20170823;DDI;*;F23 ;0000000000000;0000000000000;00030806;00000000;00000000;00000000;00000000;0000008154892;0000008193935;0000000061568;00039043;
20170823;DDI;*;F24 ;0000000000000;0000000000000;00036235;00000000;00000000;00000000;00000000;0000007749685;0000007778614;0000000045619;00028929;
20170823;DDI;*;F25 ;0000000000000;0000000000000;00024035;00000000;00000000;00000000;00000000;0000007332658;0000007348384;0000000024799;00015726;
20170823;DDI;*;F26 ;0000000000000;0000000000000;00013660;00000000;00000000;00000000;00000000;0000006947162;0000006956432;0000000014618;00009270;
20170823;DDI;*;F27 ;0000000000000;0000000000000;00011700;00000000;00000000;00000000;00000000;0000006551131;0000006561398;0000000016190;00010267;
20170823;DDI;*;F28 ;0000000000000;0000000000000;00000110;00000000;00000000;00000000;00000000;0000006203827;0000006206715;0000000004554;00002888;
20170823;DDI;*;F29 ;0000000000000;0000000000000;00000000;00000000;00000000;00000000;00000000;0000005863383;0000005866813;0000000005408;00003430;
20170823;DDI;*;F30 ;0000000000000;0000000000000;00000500;00000000;00000000;00000000;00000000;0000005543481;0000005547265;0000000005967;00003784;
20170823;DDI;*;G18 ;0000000000000;0000000000000;00077010;00000000;00000000;00000000;00000000;0000009847123;0000009926280;0000000124826;00079157;
20170823;DDI;*;H18 ;0000000000000;0000000000000;00037359;00000000;00000000;00000000;00000000;0000009827795;0000009907317;0000000125402;00079522;
